,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
825,68.4,0.43,0.6010,0.1411,0.1010,1.387,3.122,4.568,1034.336,0.353,20.320,2.003,0.67,132512.,28000
826,73.3,0.46,0.6281,0.1333,0.0978,1.343,3.023,4.315,1001.445,0.342,19.191,1.954,0.67,132827.,28000
827,78.2,0.49,0.6524,0.1253,0.0944,1.296,2.918,4.055,966.591,0.330,18.037,1.903,0.67,133164.,28000
828,83.1,0.52,0.6731,0.1170,0.0908,1.247,2.807,3.788,929.839,0.317,16.849,1.848,0.68,133522.,28000
829,88.0,0.55,0.6912,0.1086,0.0869,1.193,2.684,3.514,889.338,0.303,15.630,1.792,0.68,133900.,28000
830,92.9,0.58,0.7065,0.0999,0.0825,1.133,2.551,3.233,845.048,0.288,14.381,1.735,0.68,134298.,28000
831,97.8,0.61,0.7187,0.0910,0.0778,1.069,2.406,2.947,796.953,0.272,13.107,1.677,0.68,134717.,28000
832,102.6,0.65,0.7337,0.0821,0.0722,0.991,2.230,2.656,738.900,0.252,11.814,1.630,0.68,135156.,28000
833,107.5,0.68,0.7381,0.0727,0.0666,0.914,2.057,2.352,681.547,0.232,10.464,1.566,0.68,135615.,28000
834,112.4,0.71,0.7364,0.0631,0.0606,0.831,1.872,2.042,620.024,0.211,9.085,1.494,0.68,136093.,28000
835,117.3,0.74,0.7260,0.0533,0.0542,0.744,1.675,1.727,554.823,0.189,7.680,1.412,0.68,136591.,28000
836,122.2,0.77,0.7006,0.0432,0.0474,0.650,1.464,1.398,484.988,0.165,6.220,1.308,0.69,137109.,28000
837,127.1,0.80,0.6609,0.0330,0.0399,0.548,1.233,1.068,408.362,0.139,4.751,1.186,0.69,137645.,28000
838,132.0,0.83,0.5642,0.0223,0.0328,0.450,1.013,0.722,335.718,0.114,3.210,0.975,0.69,138200.,28000
839,136.9,0.86,0.3807,0.0114,0.0257,0.353,0.794,0.368,263.037,0.090,1.637,0.634,0.69,138774.,28000
840,141.7,0.89,-0.0026,-0.0001,0.0183,0.251,0.566,-0.002,187.436,0.064,-0.008,-0.004,0.69,139366.,28000
841,0.0,0.00,0.0000,0.2090,0.1091,1.664,3.617,7.256,1241.000,0.409,32.274,2.652,0.69,135013.,29000
842,5.1,0.03,0.0582,0.2091,0.1102,1.681,3.654,7.260,1253.869,0.413,32.291,2.626,0.69,135024.,29000
843,10.1,0.06,0.1145,0.2088,0.1120,1.708,3.713,7.251,1273.887,0.419,32.251,2.582,0.69,135059.,29000
844,15.2,0.09,0.1668,0.2078,0.1148,1.751,3.805,7.217,1305.600,0.430,32.099,2.507,0.69,135116.,29000
845,20.2,0.12,0.2175,0.2043,0.1153,1.759,3.824,7.093,1312.003,0.432,31.549,2.452,0.69,135196.,29000
846,25.3,0.15,0.2649,0.2002,0.1160,1.770,3.846,6.951,1319.620,0.435,30.919,2.389,0.69,135299.,29000
847,30.3,0.18,0.3102,0.1957,0.1162,1.773,3.853,6.796,1322.184,0.435,30.228,2.331,0.69,135425.,29000
848,35.4,0.21,0.3504,0.1914,0.1174,1.791,3.892,6.646,1335.346,0.440,29.561,2.257,0.69,135573.,29000
849,40.5,0.25,0.3940,0.1853,0.1155,1.762,3.828,6.432,1313.586,0.433,28.611,2.221,0.69,135744.,29000
850,45.5,0.28,0.4335,0.1794,0.1144,1.745,3.792,6.230,1300.987,0.428,27.711,2.172,0.69,135938.,29000
851,50.6,0.31,0.4700,0.1728,0.1129,1.722,3.742,6.001,1284.117,0.423,26.691,2.120,0.69,136154.,29000
852,55.6,0.34,0.5071,0.1658,0.1104,1.685,3.661,5.758,1256.204,0.414,25.610,2.079,0.69,136393.,29000
853,60.7,0.37,0.5408,0.1587,0.1081,1.650,3.585,5.511,1230.118,0.405,24.514,2.032,0.69,136653.,29000
854,65.8,0.40,0.5732,0.1507,0.1049,1.601,3.479,5.232,1193.583,0.393,23.271,1.988,0.70,136936.,29000
855,70.8,0.43,0.6033,0.1429,0.1018,1.553,3.376,4.963,1158.430,0.381,22.075,1.943,0.70,137241.,29000
856,75.9,0.46,0.6311,0.1350,0.0985,1.503,3.266,4.687,1120.464,0.369,20.847,1.897,0.70,137567.,29000
857,80.9,0.49,0.6560,0.1269,0.0950,1.450,3.151,4.407,1081.192,0.356,19.604,1.849,0.70,137915.,29000
858,86.0,0.52,0.6773,0.1186,0.0914,1.394,3.031,4.118,1039.846,0.342,18.319,1.796,0.70,138285.,29000
859,91.0,0.55,0.6959,0.1101,0.0874,1.334,2.899,3.823,994.577,0.327,17.003,1.743,0.70,138676.,29000
860,96.1,0.58,0.7118,0.1014,0.0831,1.267,2.754,3.520,945.025,0.311,15.656,1.689,0.70,139088.,29000
861,101.2,0.61,0.7293,0.0925,0.0779,1.189,2.583,3.213,886.309,0.292,14.291,1.644,0.70,139521.,29000
862,106.2,0.64,0.7391,0.0834,0.0727,1.109,2.411,2.895,827.309,0.272,12.877,1.587,0.70,139975.,29000
863,111.3,0.68,0.7447,0.0739,0.0671,1.023,2.224,2.567,762.945,0.251,11.420,1.526,0.71,140450.,29000
864,116.3,0.71,0.7532,0.0644,0.0604,0.921,2.001,2.236,686.682,0.226,9.945,1.477,0.71,140945.,29000
865,121.4,0.74,0.7450,0.0545,0.0539,0.822,1.787,1.892,613.153,0.202,8.417,1.400,0.71,141460.,29000
866,126.5,0.77,0.7229,0.0444,0.0471,0.719,1.562,1.540,535.835,0.176,6.851,1.304,0.71,141995.,29000
867,131.5,0.80,0.6750,0.0339,0.0401,0.612,1.330,1.178,456.249,0.150,5.238,1.171,0.71,142549.,29000
868,136.6,0.83,0.5755,0.0230,0.0331,0.505,1.097,0.798,376.441,0.124,3.548,0.961,0.71,143123.,29000
869,141.6,0.86,0.3826,0.0116,0.0261,0.398,0.866,0.404,297.118,0.098,1.795,0.616,0.72,143717.,29000
870,146.7,0.89,-0.0006,0.0000,0.0190,0.289,0.629,0.000,215.674,0.071,-0.002,-0.001,0.72,144329.,29000
