,Velocity (m/s),J (Adv Ratio),Pe,Ct,Cp,PWR (W),Torque (N/m),Thrust (N),Frequency (Hz),Model
219,4.336288,0.26,0.4552,0.1111,0.0625,5.968,0.007118044499999979,0.631647524,133.33333333333334,5x3
220,4.828032,0.28,0.4933,0.1078,0.0622,5.968,0.007118044499999979,0.6094064140000001,133.33333333333334,5x3
221,5.319776,0.31,0.5286,0.1042,0.0617,5.968,0.007118044499999979,0.5916135260000001,133.33333333333334,5x3
222,5.766816,0.34,0.5611,0.1001,0.0609,5.968,0.0070050596666666465,0.5693724160000001,133.33333333333334,5x3
223,6.25856,0.37,0.5905,0.0954,0.0598,5.968,0.006892074833333314,0.542683084,133.33333333333334,5x3
224,6.750304,0.4,0.6168,0.0904,0.0584,5.968,0.006666105166666647,0.51154553,133.33333333333334,5x3
225,7.242048,0.43,0.64,0.0853,0.0569,5.222,0.006553120333333315,0.484856198,133.33333333333334,5x3
226,7.689088,0.46,0.6601,0.08,0.0552,5.222,0.006327150666666648,0.453718644,133.33333333333334,5x3
227,8.180832,0.48,0.6773,0.0746,0.0533,5.222,0.0061011809999999824,0.42258109000000005,133.33333333333334,5x3
228,8.672576,0.51,0.6914,0.0691,0.0512,5.222,0.005875211333333316,0.391443536,133.33333333333334,5x3
229,9.16432,0.54,0.7028,0.0635,0.0488,4.476,0.005649241666666651,0.360305982,133.33333333333334,5x3
230,9.656064,0.57,0.7111,0.0576,0.0461,4.476,0.005310287166666651,0.324720206,133.33333333333334,5x3
231,10.103104,0.6,0.7161,0.0517,0.0431,4.476,0.004971332666666652,0.29358265200000006,133.33333333333334,5x3
232,10.594847999999999,0.63,0.7171,0.0456,0.0398,3.73,0.00451939333333332,0.25799687600000004,133.33333333333334,5x3
233,11.086592,0.65,0.7127,0.0393,0.0361,3.73,0.004180438833333321,0.22241110000000003,133.33333333333334,5x3
234,11.578335999999998,0.68,0.7005,0.0329,0.032,2.984,0.003615514666666656,0.18682532400000001,133.33333333333334,5x3
235,12.025376,0.71,0.6759,0.0264,0.0278,2.984,0.003163575333333324,0.15123954800000003,133.33333333333334,5x3
236,12.51712,0.74,0.6292,0.0198,0.0233,2.238,0.002711635999999992,0.11120555000000001,133.33333333333334,5x3
237,13.008864,0.77,0.5435,0.0133,0.0187,1.492,0.002146711833333327,0.07561977400000001,133.33333333333334,5x3
