,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
701,33.1,0.16,0.3766,0.0602,0.0259,1.700,4.463,7.244,1267.420,0.504,32.221,2.592,0.86,219271.,24000
702,36.4,0.18,0.4084,0.0583,0.0255,1.671,4.389,7.022,1246.270,0.496,31.234,2.556,0.86,219379.,24000
703,39.8,0.19,0.4384,0.0563,0.0250,1.641,4.308,6.783,1223.418,0.487,30.169,2.515,0.86,219498.,24000
704,43.1,0.21,0.4664,0.0541,0.0244,1.605,4.214,6.516,1196.603,0.476,28.982,2.470,0.86,219627.,24000
705,46.4,0.23,0.4961,0.0516,0.0236,1.548,4.065,6.207,1154.246,0.459,27.610,2.439,0.86,219766.,24000
706,49.7,0.24,0.5211,0.0490,0.0229,1.501,3.943,5.903,1119.524,0.445,26.256,2.391,0.86,219915.,24000
707,53.0,0.26,0.5433,0.0460,0.0220,1.441,3.785,5.540,1074.904,0.428,24.641,2.338,0.86,220074.,24000
708,56.3,0.28,0.5630,0.0429,0.0210,1.377,3.615,5.160,1026.486,0.408,22.950,2.280,0.86,220244.,24000
709,59.6,0.29,0.5799,0.0396,0.0199,1.308,3.436,4.770,975.620,0.388,21.216,2.218,0.86,220424.,24000
710,63.0,0.31,0.5934,0.0363,0.0188,1.238,3.250,4.375,922.947,0.367,19.459,2.150,0.86,220613.,24000
711,66.3,0.32,0.6033,0.0329,0.0177,1.162,3.051,3.967,866.420,0.345,17.643,2.076,0.86,220813.,24000
712,69.6,0.34,0.6087,0.0295,0.0165,1.084,2.847,3.556,808.303,0.322,15.817,1.995,0.86,221023.,24000
713,72.9,0.36,0.6078,0.0261,0.0153,1.004,2.636,3.139,748.632,0.298,13.962,1.902,0.86,221243.,24000
714,76.2,0.37,0.5999,0.0226,0.0140,0.920,2.416,2.716,686.103,0.273,12.081,1.796,0.86,221473.,24000
715,79.5,0.39,0.5823,0.0190,0.0127,0.832,2.184,2.284,620.238,0.247,10.159,1.670,0.86,221713.,24000
716,82.8,0.40,0.5525,0.0153,0.0112,0.738,1.938,1.846,550.301,0.219,8.210,1.521,0.86,221963.,24000
717,86.2,0.42,0.5055,0.0116,0.0097,0.635,1.669,1.398,473.835,0.189,6.219,1.338,0.86,222222.,24000
718,89.5,0.44,0.4202,0.0078,0.0081,0.535,1.404,0.942,398.698,0.159,4.189,1.071,0.87,222492.,24000
719,92.8,0.45,0.2727,0.0039,0.0065,0.430,1.128,0.474,320.430,0.127,2.107,0.671,0.87,222771.,24000
720,96.1,0.47,-0.0022,0.0000,0.0049,0.322,0.846,-0.003,240.317,0.096,-0.012,-0.005,0.87,223061.,24000
