,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
486,11.7,0.08,0.2010,0.0583,0.0235,0.547,2.029,3.522,408.102,0.229,15.664,3.914,0.61,155043.,17000
487,14.1,0.10,0.2383,0.0574,0.0234,0.545,2.022,3.467,406.716,0.228,15.421,3.866,0.61,155083.,17000
488,16.4,0.11,0.2737,0.0563,0.0233,0.544,2.016,3.403,405.505,0.228,15.137,3.807,0.61,155130.,17000
489,18.7,0.13,0.3079,0.0551,0.0232,0.541,2.005,3.331,403.345,0.227,14.817,3.746,0.61,155185.,17000
490,21.1,0.15,0.3407,0.0538,0.0230,0.537,1.989,3.251,400.111,0.225,14.459,3.685,0.61,155247.,17000
491,23.4,0.16,0.3723,0.0523,0.0227,0.531,1.967,3.162,395.733,0.222,14.064,3.624,0.61,155316.,17000
492,25.8,0.18,0.4026,0.0507,0.0224,0.523,1.940,3.064,390.122,0.219,13.630,3.563,0.61,155392.,17000
493,28.1,0.19,0.4315,0.0490,0.0220,0.514,1.906,2.959,383.379,0.215,13.161,3.501,0.61,155476.,17000
494,30.5,0.21,0.4591,0.0471,0.0216,0.503,1.866,2.844,375.328,0.211,12.652,3.437,0.61,155567.,17000
495,32.8,0.23,0.4849,0.0450,0.0210,0.491,1.819,2.719,365.858,0.206,12.096,3.371,0.61,155665.,17000
496,35.1,0.24,0.5083,0.0427,0.0204,0.476,1.764,2.580,354.808,0.199,11.478,3.299,0.61,155770.,17000
497,37.5,0.26,0.5293,0.0401,0.0196,0.457,1.695,2.421,340.981,0.192,10.767,3.220,0.61,155883.,17000
498,39.8,0.27,0.5479,0.0374,0.0187,0.437,1.622,2.256,326.213,0.183,10.036,3.137,0.61,156003.,17000
499,42.2,0.29,0.5638,0.0346,0.0178,0.417,1.544,2.088,310.628,0.174,9.287,3.049,0.61,156129.,17000
500,44.5,0.31,0.5770,0.0317,0.0169,0.394,1.461,1.916,293.962,0.165,8.522,2.956,0.61,156263.,17000
501,46.9,0.32,0.5873,0.0288,0.0159,0.370,1.373,1.740,276.116,0.155,7.739,2.858,0.61,156405.,17000
502,49.2,0.34,0.5940,0.0258,0.0148,0.345,1.278,1.561,257.078,0.144,6.942,2.753,0.61,156553.,17000
503,51.6,0.36,0.5963,0.0228,0.0136,0.318,1.177,1.378,236.824,0.133,6.127,2.638,0.61,156708.,17000
504,53.9,0.37,0.5924,0.0197,0.0124,0.289,1.071,1.191,215.454,0.121,5.298,2.507,0.61,156870.,17000
505,56.2,0.39,0.5774,0.0166,0.0111,0.260,0.964,1.001,193.863,0.109,4.453,2.342,0.61,157040.,17000
506,58.6,0.40,0.5458,0.0134,0.0099,0.231,0.856,0.807,172.241,0.097,3.590,2.125,0.61,157216.,17000
507,60.9,0.42,0.4921,0.0101,0.0086,0.201,0.747,0.610,150.240,0.084,2.714,1.842,0.61,157399.,17000
508,63.3,0.44,0.4053,0.0068,0.0073,0.171,0.633,0.410,127.410,0.072,1.826,1.461,0.61,157590.,17000
509,65.6,0.45,0.2607,0.0034,0.0059,0.139,0.514,0.207,103.433,0.058,0.919,0.906,0.61,157787.,17000
510,68.0,0.47,-0.0016,0.0000,0.0045,0.105,0.390,-0.001,78.456,0.044,-0.004,-0.005,0.61,157991.,17000
511,0.0,0.00,0.0000,0.0614,0.0231,0.641,2.244,4.157,477.896,0.254,18.490,3.945,0.64,164066.,18000
512,2.5,0.02,0.0425,0.0611,0.0232,0.644,2.255,4.137,480.285,0.255,18.399,3.906,0.64,164070.,18000
513,5.0,0.03,0.0841,0.0607,0.0234,0.647,2.266,4.111,482.699,0.256,18.285,3.863,0.64,164082.,18000
514,7.4,0.05,0.1245,0.0602,0.0235,0.650,2.277,4.078,484.940,0.257,18.141,3.815,0.64,164101.,18000
515,9.9,0.06,0.1638,0.0596,0.0236,0.653,2.285,4.037,486.684,0.258,17.959,3.763,0.64,164128.,18000
516,12.4,0.08,0.2017,0.0589,0.0236,0.654,2.290,3.987,487.655,0.259,17.734,3.708,0.64,164163.,18000
517,14.9,0.10,0.2384,0.0580,0.0236,0.654,2.290,3.926,487.707,0.259,17.464,3.651,0.64,164205.,18000
518,17.4,0.11,0.2736,0.0569,0.0236,0.653,2.285,3.856,486.730,0.258,17.150,3.593,0.64,164255.,18000
519,19.9,0.13,0.3075,0.0557,0.0235,0.650,2.275,3.775,484.614,0.257,16.792,3.533,0.64,164313.,18000
520,22.3,0.15,0.3401,0.0544,0.0233,0.645,2.260,3.685,481.227,0.255,16.390,3.473,0.64,164379.,18000
521,24.8,0.16,0.3713,0.0529,0.0231,0.639,2.237,3.584,476.439,0.253,15.944,3.412,0.64,164452.,18000
522,27.3,0.18,0.4011,0.0513,0.0228,0.631,2.208,3.475,470.187,0.249,15.455,3.352,0.64,164533.,18000
523,29.8,0.19,0.4297,0.0495,0.0224,0.620,2.171,3.355,462.378,0.245,14.923,3.291,0.64,164622.,18000
524,32.3,0.21,0.4678,0.0477,0.0214,0.593,2.078,3.227,442.559,0.235,14.353,3.307,0.64,164718.,18000
525,34.7,0.23,0.4932,0.0456,0.0209,0.579,2.029,3.085,432.122,0.229,13.720,3.238,0.64,164822.,18000
526,37.2,0.24,0.5166,0.0432,0.0203,0.562,1.969,2.927,419.371,0.222,13.018,3.165,0.64,164934.,18000
527,39.7,0.26,0.5373,0.0405,0.0195,0.541,1.894,2.745,403.449,0.214,12.212,3.087,0.64,165053.,18000
528,42.2,0.28,0.5557,0.0378,0.0187,0.518,1.814,2.559,386.287,0.205,11.382,3.005,0.65,165180.,18000
529,44.7,0.29,0.5713,0.0350,0.0178,0.494,1.729,2.368,368.134,0.195,10.532,2.917,0.65,165314.,18000
530,47.2,0.31,0.5841,0.0321,0.0169,0.468,1.637,2.172,348.715,0.185,9.663,2.826,0.65,165456.,18000
531,49.6,0.32,0.5938,0.0291,0.0159,0.440,1.540,1.973,327.965,0.174,8.777,2.729,0.65,165606.,18000
532,52.1,0.34,0.6031,0.0261,0.0147,0.408,1.428,1.770,304.116,0.161,7.873,2.640,0.65,165763.,18000
533,54.6,0.36,0.6048,0.0231,0.0136,0.376,1.317,1.562,280.471,0.149,6.949,2.527,0.65,165927.,18000
534,57.1,0.37,0.6003,0.0200,0.0124,0.343,1.199,1.351,255.443,0.136,6.009,2.399,0.65,166099.,18000
535,59.6,0.39,0.5862,0.0168,0.0111,0.308,1.078,1.136,229.524,0.122,5.053,2.245,0.65,166278.,18000
536,62.0,0.40,0.5560,0.0135,0.0098,0.273,0.955,0.917,203.411,0.108,4.077,2.044,0.65,166465.,18000
537,64.5,0.42,0.5030,0.0102,0.0086,0.237,0.831,0.694,176.911,0.094,3.085,1.778,0.65,166660.,18000
538,67.0,0.44,0.4162,0.0069,0.0072,0.200,0.701,0.467,149.393,0.079,2.075,1.417,0.65,166861.,18000
539,69.5,0.45,0.2697,0.0035,0.0058,0.162,0.566,0.235,120.532,0.064,1.046,0.885,0.65,167070.,18000
540,72.0,0.47,-0.0016,0.0000,0.0044,0.121,0.425,-0.001,90.412,0.048,-0.005,-0.005,0.65,167286.,18000
541,0.0,0.00,0.0000,0.0616,0.0229,0.746,2.473,4.647,555.930,0.279,20.669,3.791,0.68,173181.,19000
542,2.6,0.02,0.0432,0.0614,0.0230,0.749,2.484,4.633,558.417,0.281,20.609,3.763,0.68,173185.,19000
543,5.2,0.03,0.0858,0.0611,0.0231,0.752,2.493,4.613,560.470,0.282,20.517,3.733,0.68,173197.,19000
544,7.9,0.05,0.1274,0.0607,0.0231,0.754,2.501,4.583,562.169,0.283,20.385,3.698,0.68,173218.,19000
545,10.5,0.06,0.1680,0.0602,0.0232,0.756,2.508,4.544,563.785,0.283,20.211,3.655,0.68,173246.,19000
546,13.1,0.08,0.2071,0.0595,0.0233,0.758,2.513,4.492,564.973,0.284,19.981,3.606,0.68,173283.,19000
547,15.7,0.10,0.2448,0.0587,0.0233,0.758,2.515,4.428,565.403,0.284,19.695,3.552,0.68,173328.,19000
548,18.3,0.11,0.2809,0.0577,0.0232,0.757,2.512,4.351,564.785,0.284,19.352,3.494,0.68,173381.,19000
549,21.0,0.13,0.3156,0.0565,0.0232,0.755,2.504,4.262,562.819,0.283,18.956,3.435,0.68,173442.,19000
550,23.6,0.15,0.3488,0.0551,0.0230,0.750,2.488,4.161,559.418,0.281,18.508,3.374,0.68,173511.,19000
551,26.2,0.16,0.3805,0.0537,0.0228,0.743,2.466,4.049,554.374,0.279,18.008,3.312,0.68,173589.,19000
552,28.8,0.18,0.4108,0.0520,0.0225,0.734,2.436,3.925,547.566,0.275,17.457,3.251,0.68,173674.,19000
553,31.4,0.19,0.4396,0.0502,0.0222,0.723,2.397,3.790,538.948,0.271,16.857,3.189,0.68,173768.,19000
554,34.1,0.21,0.4670,0.0483,0.0217,0.709,2.351,3.643,528.404,0.266,16.204,3.127,0.68,173870.,19000
555,36.7,0.23,0.4927,0.0462,0.0212,0.691,2.294,3.483,515.633,0.259,15.491,3.063,0.68,173979.,19000
556,39.3,0.24,0.5165,0.0438,0.0206,0.671,2.225,3.305,500.140,0.251,14.701,2.997,0.68,174097.,19000
557,41.9,0.26,0.5377,0.0411,0.0198,0.645,2.138,3.100,480.693,0.242,13.790,2.925,0.68,174223.,19000
558,44.5,0.28,0.5566,0.0383,0.0189,0.617,2.047,2.891,460.147,0.231,12.861,2.850,0.68,174357.,19000
559,47.2,0.29,0.5727,0.0355,0.0180,0.588,1.950,2.676,438.254,0.220,11.904,2.770,0.68,174499.,19000
560,49.8,0.31,0.5861,0.0325,0.0171,0.556,1.844,2.454,414.480,0.208,10.915,2.685,0.68,174649.,19000
561,52.4,0.32,0.5963,0.0295,0.0160,0.522,1.732,2.228,389.368,0.196,9.912,2.596,0.68,174807.,19000
562,55.0,0.34,0.6032,0.0265,0.0149,0.486,1.612,1.998,362.475,0.182,8.888,2.500,0.68,174972.,19000
563,57.6,0.36,0.6054,0.0234,0.0137,0.448,1.485,1.764,333.913,0.168,7.844,2.395,0.68,175146.,19000
564,60.3,0.37,0.6015,0.0202,0.0125,0.407,1.351,1.525,303.766,0.153,6.782,2.277,0.68,175328.,19000
565,62.9,0.39,0.5880,0.0170,0.0112,0.366,1.213,1.282,272.648,0.137,5.703,2.133,0.68,175517.,19000
566,65.5,0.40,0.5593,0.0137,0.0099,0.323,1.072,1.035,241.053,0.121,4.604,1.948,0.68,175714.,19000
567,68.1,0.42,0.5065,0.0104,0.0086,0.281,0.932,0.783,209.463,0.105,3.484,1.696,0.68,175920.,19000
568,70.7,0.44,0.4196,0.0070,0.0073,0.237,0.786,0.527,176.606,0.089,2.343,1.353,0.68,176132.,19000
569,73.4,0.45,0.2723,0.0035,0.0059,0.191,0.632,0.265,142.143,0.071,1.180,0.847,0.69,176353.,19000
570,76.0,0.47,-0.0019,0.0000,0.0044,0.142,0.473,-0.001,106.243,0.053,-0.006,-0.006,0.69,176582.,19000
571,0.0,0.00,0.0000,0.0616,0.0222,0.845,2.664,5.153,630.305,0.301,22.923,3.708,0.71,182296.,20000
572,2.8,0.02,0.0445,0.0615,0.0224,0.851,2.682,5.143,634.601,0.303,22.876,3.676,0.71,182300.,20000
573,5.5,0.03,0.0881,0.0614,0.0226,0.857,2.700,5.131,639.010,0.305,22.821,3.642,0.71,182313.,20000
574,8.3,0.05,0.1308,0.0612,0.0227,0.863,2.719,5.114,643.310,0.307,22.747,3.606,0.71,182334.,20000
575,11.0,0.06,0.1726,0.0608,0.0228,0.866,2.729,5.079,645.782,0.308,22.592,3.567,0.71,182364.,20000
576,13.8,0.08,0.2133,0.0602,0.0228,0.868,2.735,5.033,647.290,0.309,22.388,3.527,0.71,182403.,20000
577,16.6,0.10,0.2527,0.0594,0.0228,0.868,2.736,4.970,647.331,0.309,22.106,3.482,0.71,182450.,20000
578,19.3,0.11,0.2905,0.0585,0.0228,0.867,2.731,4.889,646.215,0.309,21.747,3.432,0.71,182506.,20000
579,22.1,0.13,0.3265,0.0573,0.0227,0.864,2.722,4.793,644.173,0.308,21.317,3.374,0.71,182571.,20000
580,24.8,0.15,0.3606,0.0560,0.0226,0.859,2.708,4.681,640.772,0.306,20.819,3.313,0.71,182644.,20000
581,27.6,0.16,0.3930,0.0545,0.0224,0.853,2.687,4.555,635.821,0.304,20.261,3.249,0.71,182725.,20000
582,30.3,0.18,0.4237,0.0528,0.0222,0.844,2.658,4.417,629.093,0.300,19.648,3.185,0.72,182815.,20000
583,33.1,0.19,0.4528,0.0510,0.0219,0.831,2.620,4.264,619.896,0.296,18.967,3.120,0.72,182914.,20000
584,35.9,0.21,0.4803,0.0490,0.0215,0.816,2.572,4.098,608.510,0.291,18.230,3.055,0.72,183021.,20000
585,38.6,0.23,0.5060,0.0469,0.0210,0.797,2.513,3.918,594.583,0.284,17.426,2.989,0.72,183137.,20000
586,41.4,0.24,0.5298,0.0445,0.0204,0.775,2.441,3.718,577.562,0.276,16.540,2.920,0.72,183261.,20000
587,44.1,0.26,0.5509,0.0418,0.0196,0.746,2.351,3.491,556.246,0.266,15.529,2.847,0.72,183393.,20000
588,46.9,0.28,0.5695,0.0389,0.0188,0.715,2.252,3.254,532.832,0.254,14.474,2.770,0.72,183534.,20000
589,49.7,0.29,0.5851,0.0360,0.0179,0.681,2.146,3.009,507.846,0.242,13.386,2.688,0.72,183684.,20000
590,52.4,0.31,0.5980,0.0330,0.0170,0.645,2.033,2.760,481.037,0.230,12.275,2.602,0.72,183841.,20000
591,55.2,0.32,0.6076,0.0300,0.0160,0.607,1.911,2.505,452.314,0.216,11.142,2.512,0.72,184008.,20000
592,57.9,0.34,0.6135,0.0269,0.0149,0.565,1.782,2.245,421.669,0.201,9.988,2.415,0.72,184182.,20000
593,60.7,0.36,0.6145,0.0237,0.0137,0.522,1.645,1.982,389.208,0.186,8.814,2.309,0.72,184365.,20000
594,63.4,0.37,0.6089,0.0205,0.0125,0.476,1.500,1.713,354.999,0.169,7.621,2.189,0.72,184556.,20000
595,66.2,0.39,0.5942,0.0172,0.0113,0.428,1.348,1.440,319.053,0.152,6.405,2.047,0.72,184756.,20000
596,69.0,0.40,0.5648,0.0139,0.0100,0.379,1.193,1.163,282.294,0.135,5.172,1.868,0.72,184964.,20000
597,71.7,0.42,0.5125,0.0105,0.0086,0.328,1.035,0.880,244.910,0.117,3.914,1.630,0.72,185180.,20000
598,74.5,0.44,0.4256,0.0071,0.0073,0.276,0.870,0.592,205.975,0.098,2.632,1.303,0.72,185404.,20000
599,77.2,0.45,0.2771,0.0036,0.0058,0.221,0.698,0.298,165.154,0.079,1.326,0.818,0.72,185636.,20000
600,80.0,0.47,-0.0021,0.0000,0.0043,0.164,0.518,-0.002,122.646,0.059,-0.007,-0.006,0.72,185877.,20000
601,0.0,0.00,0.0000,0.0617,0.0227,1.001,3.003,5.684,746.213,0.339,25.283,3.455,0.75,191410.,21000
602,2.9,0.02,0.0436,0.0616,0.0229,1.006,3.020,5.673,750.315,0.341,25.235,3.430,0.75,191415.,21000
603,5.8,0.03,0.0865,0.0615,0.0230,1.012,3.039,5.664,755.021,0.343,25.195,3.403,0.75,191428.,21000
604,8.7,0.05,0.1286,0.0613,0.0232,1.019,3.057,5.652,759.560,0.345,25.138,3.375,0.75,191451.,21000
605,11.6,0.06,0.1700,0.0611,0.0233,1.024,3.074,5.634,763.903,0.347,25.060,3.345,0.75,191483.,21000
606,14.5,0.08,0.2104,0.0609,0.0234,1.030,3.091,5.609,768.052,0.349,24.949,3.312,0.75,191523.,21000
607,17.4,0.10,0.2496,0.0603,0.0235,1.032,3.098,5.559,769.788,0.350,24.725,3.275,0.75,191573.,21000
608,20.3,0.11,0.2874,0.0594,0.0234,1.031,3.094,5.478,768.732,0.350,24.364,3.232,0.75,191632.,21000
609,23.2,0.13,0.3234,0.0583,0.0234,1.027,3.083,5.374,766.015,0.348,23.903,3.182,0.75,191699.,21000
610,26.1,0.15,0.3575,0.0570,0.0232,1.021,3.065,5.251,761.624,0.346,23.355,3.127,0.75,191776.,21000
611,29.0,0.16,0.3899,0.0555,0.0230,1.013,3.040,5.111,755.374,0.343,22.735,3.069,0.75,191862.,21000
612,31.9,0.18,0.4206,0.0538,0.0228,1.001,3.006,4.956,746.773,0.340,22.043,3.010,0.75,191956.,21000
613,34.8,0.19,0.4498,0.0519,0.0224,0.987,2.961,4.785,735.636,0.334,21.285,2.950,0.75,192060.,21000
614,37.7,0.21,0.4773,0.0499,0.0220,0.968,2.905,4.600,721.789,0.328,20.459,2.890,0.75,192172.,21000
615,40.6,0.23,0.5032,0.0477,0.0215,0.945,2.837,4.397,704.824,0.320,19.557,2.830,0.75,192294.,21000
616,43.5,0.24,0.5272,0.0453,0.0209,0.917,2.753,4.173,684.134,0.311,18.562,2.767,0.75,192424.,21000
617,46.4,0.26,0.5486,0.0425,0.0201,0.883,2.649,3.917,658.293,0.299,17.424,2.699,0.75,192564.,21000
618,49.3,0.28,0.5675,0.0396,0.0192,0.845,2.535,3.649,629.777,0.286,16.231,2.628,0.75,192712.,21000
619,52.2,0.29,0.5836,0.0366,0.0183,0.804,2.413,3.374,599.521,0.273,15.006,2.552,0.75,192869.,21000
620,55.1,0.31,0.5969,0.0336,0.0173,0.761,2.283,3.093,567.157,0.258,13.756,2.473,0.75,193035.,21000
621,57.9,0.32,0.6072,0.0304,0.0162,0.714,2.143,2.806,532.554,0.242,12.481,2.390,0.75,193209.,21000
622,60.8,0.34,0.6136,0.0273,0.0151,0.665,1.995,2.514,495.685,0.225,11.182,2.300,0.75,193393.,21000
623,63.7,0.36,0.6152,0.0241,0.0139,0.613,1.839,2.217,456.819,0.208,9.862,2.201,0.75,193585.,21000
624,66.6,0.37,0.6102,0.0208,0.0127,0.558,1.675,1.916,416.174,0.189,8.524,2.088,0.75,193786.,21000
625,69.5,0.39,0.5961,0.0175,0.0114,0.501,1.505,1.612,373.846,0.170,7.168,1.955,0.76,193995.,21000
626,72.4,0.40,0.5671,0.0141,0.0101,0.443,1.330,1.301,330.478,0.150,5.787,1.786,0.76,194214.,21000
627,75.3,0.42,0.5151,0.0107,0.0087,0.384,1.153,0.985,286.587,0.130,4.383,1.560,0.76,194441.,21000
628,78.2,0.44,0.4280,0.0072,0.0073,0.323,0.968,0.662,240.543,0.109,2.944,1.248,0.76,194676.,21000
629,81.1,0.45,0.2789,0.0036,0.0059,0.258,0.775,0.333,192.442,0.088,1.480,0.784,0.76,194920.,21000
630,84.0,0.47,-0.0033,0.0000,0.0043,0.191,0.573,-0.003,142.397,0.065,-0.012,-0.009,0.76,195173.,21000
631,0.0,0.00,0.0000,0.0618,0.0238,1.204,3.449,6.250,897.863,0.390,27.801,3.157,0.79,200525.,22000
632,3.0,0.02,0.0419,0.0617,0.0239,1.207,3.458,6.246,900.069,0.391,27.784,3.148,0.79,200530.,22000
633,6.1,0.03,0.0835,0.0617,0.0239,1.210,3.467,6.241,902.462,0.392,27.760,3.137,0.79,200544.,22000
634,9.1,0.05,0.1229,0.0616,0.0244,1.232,3.528,6.234,918.457,0.399,27.728,3.079,0.79,200568.,22000
635,12.1,0.06,0.1655,0.0616,0.0241,1.219,3.493,6.228,909.128,0.395,27.701,3.107,0.79,200601.,22000
636,15.2,0.08,0.2055,0.0615,0.0242,1.225,3.509,6.217,913.490,0.396,27.651,3.087,0.79,200644.,22000
637,18.2,0.10,0.2421,0.0611,0.0245,1.241,3.556,6.185,925.572,0.402,27.509,3.031,0.79,200696.,22000
638,21.3,0.11,0.2798,0.0605,0.0245,1.241,3.554,6.123,925.127,0.402,27.237,3.002,0.79,200757.,22000
639,24.3,0.13,0.3179,0.0595,0.0243,1.227,3.515,6.021,914.898,0.397,26.780,2.985,0.79,200828.,22000
640,27.3,0.15,0.3521,0.0582,0.0241,1.218,3.490,5.886,908.417,0.394,26.182,2.939,0.79,200908.,22000
641,30.4,0.16,0.3835,0.0566,0.0239,1.210,3.466,5.729,902.098,0.392,25.482,2.880,0.79,200998.,22000
642,33.4,0.18,0.4149,0.0549,0.0236,1.192,3.415,5.553,888.825,0.386,24.699,2.834,0.79,201097.,22000
643,36.4,0.19,0.4450,0.0530,0.0231,1.170,3.353,5.360,872.719,0.379,23.839,2.785,0.79,201206.,22000
644,39.5,0.21,0.4765,0.0509,0.0225,1.138,3.259,5.149,848.280,0.368,22.905,2.753,0.79,201324.,22000
645,42.5,0.23,0.5004,0.0486,0.0220,1.114,3.192,4.919,830.904,0.361,21.879,2.685,0.79,201451.,22000
646,45.5,0.24,0.5253,0.0461,0.0213,1.078,3.089,4.663,804.019,0.349,20.741,2.631,0.79,201588.,22000
647,48.6,0.26,0.5475,0.0433,0.0205,1.036,2.967,4.376,772.234,0.335,19.466,2.570,0.79,201734.,22000
648,51.6,0.28,0.5670,0.0403,0.0196,0.990,2.835,4.076,737.928,0.320,18.132,2.506,0.79,201889.,22000
649,54.7,0.29,0.5834,0.0372,0.0186,0.941,2.697,3.768,701.950,0.305,16.760,2.435,0.79,202054.,22000
650,57.7,0.31,0.5971,0.0341,0.0176,0.890,2.550,3.454,663.696,0.288,15.364,2.361,0.79,202228.,22000
651,60.7,0.32,0.6077,0.0310,0.0165,0.835,2.393,3.134,622.815,0.270,13.940,2.282,0.79,202411.,22000
652,63.8,0.34,0.6146,0.0278,0.0154,0.777,2.226,2.808,579.302,0.251,12.490,2.198,0.79,202603.,22000
653,66.8,0.36,0.6168,0.0245,0.0141,0.715,2.049,2.477,533.452,0.232,11.017,2.106,0.79,202805.,22000
654,69.8,0.37,0.6128,0.0212,0.0129,0.651,1.864,2.141,485.166,0.211,9.522,2.001,0.79,203015.,22000
655,72.9,0.39,0.5997,0.0178,0.0115,0.583,1.671,1.800,435.053,0.189,8.008,1.877,0.79,203235.,22000
656,75.9,0.40,0.5716,0.0144,0.0102,0.515,1.475,1.454,384.062,0.167,6.469,1.717,0.79,203464.,22000
657,78.9,0.42,0.5201,0.0109,0.0088,0.446,1.277,1.101,332.455,0.144,4.899,1.503,0.79,203702.,22000
658,82.0,0.44,0.4334,0.0073,0.0074,0.374,1.070,0.741,278.593,0.121,3.295,1.206,0.79,203949.,22000
659,85.0,0.45,0.2838,0.0037,0.0059,0.298,0.854,0.373,222.214,0.096,1.659,0.761,0.79,204205.,22000
660,88.1,0.47,-0.0021,0.0000,0.0043,0.219,0.629,-0.002,163.612,0.071,-0.009,-0.005,0.79,204470.,22000
661,0.0,0.00,0.0000,0.0620,0.0259,1.498,4.105,6.859,1117.068,0.464,30.507,2.785,0.82,209640.,23000
662,3.2,0.02,0.0427,0.0621,0.0236,1.361,3.730,6.863,1014.971,0.421,30.526,3.067,0.82,209645.,23000
663,6.4,0.03,0.0778,0.0619,0.0258,1.491,4.085,6.849,1111.766,0.462,30.466,2.794,0.82,209660.,23000
664,9.5,0.05,0.1169,0.0619,0.0257,1.488,4.078,6.843,1109.713,0.461,30.437,2.797,0.82,209685.,23000
665,12.7,0.06,0.1559,0.0618,0.0257,1.486,4.071,6.835,1107.954,0.460,30.402,2.798,0.82,209719.,23000
666,15.9,0.08,0.1948,0.0617,0.0257,1.484,4.066,6.826,1106.611,0.459,30.360,2.798,0.82,209764.,23000
667,19.1,0.10,0.2469,0.0617,0.0243,1.404,3.847,6.820,1046.767,0.435,30.336,2.955,0.82,209818.,23000
668,22.2,0.11,0.2852,0.0616,0.0245,1.415,3.878,6.806,1055.190,0.438,30.271,2.925,0.82,209883.,23000
669,25.4,0.13,0.3222,0.0613,0.0247,1.425,3.906,6.777,1062.923,0.441,30.144,2.892,0.82,209957.,23000
670,28.6,0.15,0.3579,0.0602,0.0246,1.419,3.888,6.661,1058.101,0.439,29.629,2.855,0.82,210041.,23000
671,31.8,0.16,0.3922,0.0586,0.0242,1.400,3.837,6.483,1044.281,0.434,28.838,2.816,0.82,210135.,23000
672,34.9,0.18,0.4245,0.0568,0.0238,1.378,3.777,6.280,1027.777,0.427,27.931,2.771,0.82,210239.,23000
673,38.1,0.19,0.4435,0.0547,0.0240,1.386,3.798,6.047,1033.589,0.429,26.898,2.654,0.82,210353.,23000
674,41.3,0.21,0.4728,0.0525,0.0234,1.352,3.704,5.804,1007.984,0.418,25.814,2.611,0.82,210476.,23000
675,44.5,0.23,0.5095,0.0501,0.0223,1.290,3.536,5.544,962.196,0.399,24.659,2.613,0.82,210610.,23000
676,47.6,0.24,0.5259,0.0475,0.0219,1.268,3.476,5.250,945.879,0.393,23.354,2.518,0.82,210753.,23000
677,50.8,0.26,0.5554,0.0445,0.0208,1.201,3.292,4.924,895.929,0.372,21.900,2.493,0.82,210905.,23000
678,54.0,0.28,0.5702,0.0414,0.0200,1.156,3.169,4.579,862.248,0.358,20.366,2.409,0.82,211068.,23000
679,57.2,0.29,0.5883,0.0382,0.0190,1.096,3.003,4.228,817.141,0.339,18.805,2.347,0.82,211240.,23000
680,60.4,0.31,0.6041,0.0350,0.0178,1.031,2.826,3.871,769.062,0.319,17.219,2.283,0.83,211422.,23000
681,63.5,0.32,0.6144,0.0317,0.0167,0.968,2.651,3.509,721.474,0.300,15.606,2.206,0.83,211614.,23000
682,66.7,0.34,0.6208,0.0284,0.0156,0.900,2.466,3.140,671.074,0.279,13.969,2.123,0.83,211815.,23000
683,69.9,0.36,0.6223,0.0250,0.0143,0.829,2.271,2.767,617.945,0.257,12.308,2.031,0.83,212026.,23000
684,73.1,0.37,0.6168,0.0216,0.0131,0.755,2.069,2.390,563.014,0.234,10.632,1.926,0.83,212247.,23000
685,76.2,0.39,0.6018,0.0182,0.0117,0.679,1.861,2.010,506.344,0.210,8.941,1.801,0.83,212477.,23000
686,79.4,0.41,0.5733,0.0147,0.0104,0.600,1.644,1.624,447.301,0.186,7.223,1.647,0.83,212716.,23000
687,82.6,0.42,0.5220,0.0111,0.0090,0.519,1.421,1.229,386.827,0.161,5.469,1.442,0.83,212965.,23000
688,85.8,0.44,0.4356,0.0075,0.0075,0.434,1.190,0.827,323.746,0.134,3.678,1.159,0.83,213224.,23000
689,88.9,0.45,0.2856,0.0038,0.0060,0.346,0.947,0.416,257.657,0.107,1.850,0.732,0.83,213492.,23000
690,92.1,0.47,-0.0024,0.0000,0.0044,0.254,0.695,-0.003,189.095,0.079,-0.011,-0.006,0.83,213769.,23000
691,0.0,0.00,0.0000,0.0625,0.0260,1.709,4.489,7.521,1274.649,0.507,33.455,2.676,0.86,218755.,24000
692,3.3,0.02,0.0390,0.0625,0.0260,1.706,4.481,7.522,1272.494,0.506,33.460,2.681,0.86,218760.,24000
693,6.6,0.03,0.0780,0.0625,0.0260,1.705,4.477,7.526,1271.392,0.506,33.475,2.685,0.86,218775.,24000
694,9.9,0.05,0.1171,0.0625,0.0260,1.705,4.477,7.527,1271.173,0.506,33.482,2.686,0.86,218801.,24000
695,13.3,0.06,0.1560,0.0626,0.0260,1.706,4.480,7.531,1272.212,0.506,33.497,2.685,0.86,218837.,24000
696,16.6,0.08,0.1947,0.0626,0.0260,1.709,4.488,7.533,1274.381,0.507,33.505,2.681,0.86,218884.,24000
697,19.9,0.10,0.2445,0.0622,0.0247,1.623,4.263,7.486,1210.440,0.482,33.299,2.805,0.86,218941.,24000
698,23.2,0.11,0.2708,0.0625,0.0262,1.719,4.513,7.524,1281.608,0.510,33.468,2.663,0.86,219008.,24000
699,26.5,0.13,0.3077,0.0623,0.0263,1.724,4.528,7.506,1285.898,0.512,33.385,2.647,0.86,219085.,24000
700,29.8,0.15,0.3535,0.0607,0.0251,1.645,4.320,7.312,1226.631,0.488,32.524,2.704,0.86,219173.,24000
