,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
1202,4.5,0.02,0.0404,0.0886,0.0507,0.878,1.349,2.965,654.436,0.152,13.186,2.055,0.81,162028.,41000
1203,9.0,0.05,0.0790,0.0886,0.0518,0.897,1.379,2.964,668.855,0.156,13.183,2.010,0.81,162051.,41000
1204,13.4,0.07,0.1158,0.0885,0.0529,0.917,1.409,2.963,683.738,0.159,13.181,1.966,0.81,162090.,41000
1205,17.9,0.09,0.1513,0.0885,0.0540,0.936,1.439,2.963,698.026,0.163,13.181,1.926,0.81,162144.,41000
1206,22.4,0.12,0.1853,0.0886,0.0551,0.955,1.468,2.964,712.367,0.166,13.182,1.887,0.81,162214.,41000
1207,26.9,0.14,0.2183,0.0885,0.0561,0.973,1.495,2.963,725.315,0.169,13.177,1.853,0.81,162299.,41000
1208,31.4,0.16,0.2501,0.0886,0.0572,0.991,1.523,2.964,738.994,0.172,13.185,1.819,0.81,162400.,41000
1209,35.8,0.18,0.2756,0.0885,0.0593,1.028,1.580,2.963,766.338,0.178,13.179,1.754,0.81,162516.,41000
1210,40.3,0.21,0.3123,0.0887,0.0590,1.022,1.570,2.967,761.785,0.177,13.198,1.767,0.81,162648.,41000
1211,44.8,0.23,0.3434,0.0887,0.0596,1.033,1.588,2.969,770.259,0.179,13.206,1.748,0.82,162795.,41000
1212,49.3,0.25,0.3751,0.0888,0.0601,1.041,1.601,2.972,776.466,0.181,13.219,1.736,0.82,162958.,41000
1213,53.8,0.28,0.3730,0.0885,0.0657,1.139,1.750,2.962,848.980,0.198,13.175,1.582,0.82,163135.,41000
1214,58.2,0.30,0.4188,0.0888,0.0636,1.101,1.693,2.970,821.362,0.191,13.212,1.640,0.82,163328.,41000
1215,62.7,0.32,0.4679,0.0890,0.0614,1.065,1.637,2.978,793.886,0.185,13.248,1.702,0.82,163536.,41000
1216,67.2,0.35,0.5089,0.0886,0.0603,1.044,1.605,2.966,778.829,0.181,13.194,1.727,0.82,163759.,41000
1217,71.7,0.37,0.5368,0.0857,0.0589,1.021,1.569,2.867,761.294,0.177,12.752,1.708,0.82,163997.,41000
1218,76.2,0.39,0.5647,0.0812,0.0564,0.978,1.503,2.719,729.136,0.170,12.094,1.691,0.82,164250.,41000
1219,80.6,0.42,0.5790,0.0749,0.0537,0.930,1.430,2.505,693.826,0.162,11.143,1.638,0.82,164518.,41000
1220,85.1,0.44,0.6003,0.0685,0.0500,0.867,1.333,2.293,646.437,0.151,10.198,1.609,0.82,164801.,41000
1221,89.6,0.46,0.6069,0.0612,0.0465,0.806,1.239,2.047,601.024,0.140,9.106,1.545,0.82,165099.,41000
1222,94.1,0.48,0.6293,0.0567,0.0436,0.756,1.162,1.897,563.919,0.131,8.437,1.526,0.82,165411.,41000
1223,98.6,0.51,0.6401,0.0503,0.0399,0.692,1.063,1.685,515.845,0.120,7.494,1.481,0.82,165738.,41000
1224,103.0,0.53,0.6587,0.0450,0.0362,0.628,0.965,1.505,468.168,0.109,6.694,1.458,0.82,166080.,41000
1225,107.5,0.55,0.6598,0.0386,0.0324,0.561,0.862,1.290,418.118,0.097,5.739,1.400,0.83,166436.,41000
1226,112.0,0.58,0.6289,0.0304,0.0279,0.484,0.743,1.018,360.578,0.084,4.529,1.281,0.83,166806.,41000
1227,116.5,0.60,0.6208,0.0251,0.0243,0.421,0.647,0.841,313.748,0.073,3.740,1.216,0.83,167191.,41000
1228,121.0,0.62,0.5500,0.0180,0.0204,0.354,0.544,0.603,263.856,0.061,2.684,1.037,0.83,167589.,41000
1229,125.4,0.65,0.4137,0.0109,0.0171,0.296,0.454,0.365,220.380,0.051,1.626,0.752,0.83,168002.,41000
1230,129.9,0.67,0.0253,0.0005,0.0125,0.216,0.332,0.016,161.228,0.038,0.070,0.044,0.83,168429.,41000
1231,0.0,0.00,0.0000,0.0872,0.0756,1.408,2.112,3.062,1049.621,0.239,13.620,1.323,0.83,165972.,42000
1232,4.7,0.02,0.0273,0.0872,0.0753,1.402,2.104,3.062,1045.450,0.238,13.619,1.328,0.83,165980.,42000
1233,9.4,0.05,0.0548,0.0872,0.0748,1.394,2.092,3.062,1039.359,0.236,13.621,1.336,0.83,166005.,42000
1234,14.0,0.07,0.0826,0.0872,0.0745,1.388,2.083,3.063,1034.953,0.235,13.624,1.342,0.83,166046.,42000
1235,18.7,0.09,0.1111,0.0873,0.0739,1.377,2.066,3.065,1026.554,0.233,13.632,1.354,0.83,166104.,42000
1236,23.4,0.12,0.1879,0.0884,0.0554,1.031,1.547,3.104,768.778,0.175,13.809,1.832,0.83,166178.,42000
1237,28.1,0.14,0.2206,0.0884,0.0566,1.054,1.581,3.105,785.839,0.179,13.811,1.792,0.83,166269.,42000
1238,32.8,0.16,0.2008,0.0875,0.0718,1.338,2.007,3.075,997.515,0.227,13.676,1.398,0.83,166377.,42000
1239,37.4,0.19,0.2841,0.0885,0.0587,1.092,1.639,3.108,814.606,0.185,13.827,1.731,0.83,166500.,42000
1240,42.1,0.21,0.3151,0.0886,0.0595,1.109,1.664,3.111,827.017,0.188,13.839,1.706,0.83,166641.,42000
1241,46.8,0.24,0.3463,0.0887,0.0603,1.122,1.684,3.115,837.003,0.190,13.857,1.688,0.84,166797.,42000
1242,51.5,0.26,0.3785,0.0888,0.0608,1.132,1.698,3.120,843.815,0.192,13.879,1.677,0.84,166970.,42000
1243,56.2,0.28,0.4120,0.0890,0.0610,1.136,1.705,3.127,847.460,0.193,13.908,1.673,0.84,167159.,42000
1244,60.8,0.31,0.4463,0.0892,0.0612,1.139,1.709,3.134,849.456,0.193,13.941,1.674,0.84,167365.,42000
1245,65.5,0.33,0.4799,0.0894,0.0614,1.143,1.715,3.140,852.318,0.194,13.966,1.671,0.84,167586.,42000
1246,70.2,0.35,0.5111,0.0880,0.0608,1.132,1.699,3.092,844.306,0.192,13.752,1.661,0.84,167824.,42000
1247,74.9,0.38,0.5381,0.0846,0.0592,1.103,1.655,2.972,822.286,0.187,13.219,1.639,0.84,168077.,42000
1248,79.6,0.40,0.5624,0.0809,0.0575,1.071,1.608,2.840,798.888,0.182,12.633,1.612,0.84,168347.,42000
1249,84.2,0.42,0.5833,0.0760,0.0552,1.028,1.543,2.670,766.881,0.174,11.878,1.579,0.84,168632.,42000
1250,88.9,0.45,0.6021,0.0676,0.0502,0.936,1.404,2.376,697.606,0.159,10.567,1.545,0.84,168933.,42000
1251,93.6,0.47,0.6195,0.0627,0.0476,0.887,1.331,2.201,661.377,0.150,9.792,1.510,0.84,169250.,42000
1252,98.3,0.49,0.6306,0.0562,0.0440,0.820,1.230,1.973,611.263,0.139,8.775,1.464,0.84,169582.,42000
1253,102.9,0.52,0.6340,0.0496,0.0405,0.754,1.131,1.740,562.000,0.128,7.742,1.405,0.84,169930.,42000
1254,107.6,0.54,0.6333,0.0427,0.0364,0.679,1.019,1.498,506.229,0.115,6.663,1.342,0.85,170294.,42000
1255,112.3,0.56,0.6277,0.0369,0.0332,0.618,0.928,1.296,461.011,0.105,5.764,1.275,0.85,170672.,42000
1256,117.0,0.59,0.6058,0.0298,0.0289,0.539,0.809,1.047,401.986,0.091,4.656,1.181,0.85,171066.,42000
1257,121.7,0.61,0.5238,0.0201,0.0235,0.438,0.658,0.708,326.850,0.074,3.148,0.982,0.85,171475.,42000
1258,126.3,0.64,0.4653,0.0150,0.0205,0.382,0.573,0.528,284.962,0.065,2.347,0.840,0.85,171899.,42000
1259,131.0,0.66,0.2892,0.0071,0.0161,0.299,0.449,0.248,223.108,0.051,1.102,0.504,0.85,172338.,42000
1260,135.7,0.68,0.0009,0.0000,0.0136,0.253,0.379,0.001,188.407,0.043,0.003,0.002,0.85,172792.,42000
