,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR,Torque,Thrust,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
209,21.3,0.47,0.1887,0.0037,0.0092,0.003,0.023,0.010,2.190,0.003,0.043,2.024,0.19,34475.,8000
210,22.0,0.48,0.0027,0.0000,0.0078,0.003,0.020,0.000,1.868,0.002,0.001,0.028,0.19,34523.,8000
211,0.0,0.00,0.0000,0.0649,0.0284,0.013,0.091,0.217,9.669,0.010,0.965,10.177,0.21,38042.,9000
212,0.8,0.02,0.0376,0.0647,0.0285,0.013,0.091,0.216,9.685,0.010,0.962,10.130,0.21,38043.,9000
213,1.7,0.03,0.0748,0.0644,0.0285,0.013,0.091,0.215,9.691,0.010,0.958,10.079,0.21,38046.,9000
214,2.5,0.05,0.1113,0.0640,0.0285,0.013,0.091,0.214,9.700,0.010,0.952,10.005,0.21,38050.,9000
215,3.4,0.07,0.1478,0.0640,0.0287,0.013,0.092,0.214,9.745,0.010,0.952,9.963,0.21,38057.,9000
216,4.2,0.08,0.1827,0.0624,0.0283,0.013,0.090,0.209,9.613,0.010,0.929,9.851,0.21,38065.,9000
217,5.1,0.10,0.2182,0.0617,0.0281,0.013,0.090,0.206,9.551,0.010,0.918,9.804,0.21,38076.,9000
218,5.9,0.12,0.2519,0.0605,0.0278,0.013,0.089,0.202,9.451,0.010,0.899,9.703,0.21,38088.,9000
219,6.8,0.13,0.2844,0.0590,0.0275,0.013,0.088,0.197,9.341,0.010,0.878,9.584,0.21,38102.,9000
220,7.6,0.15,0.3159,0.0574,0.0271,0.012,0.086,0.192,9.206,0.010,0.854,9.462,0.21,38118.,9000
221,8.5,0.17,0.3448,0.0553,0.0265,0.012,0.085,0.185,9.021,0.010,0.822,9.296,0.21,38136.,9000
222,9.3,0.18,0.3716,0.0529,0.0259,0.012,0.083,0.177,8.813,0.009,0.787,9.107,0.21,38155.,9000
223,10.2,0.20,0.3969,0.0505,0.0252,0.012,0.081,0.169,8.583,0.009,0.751,8.917,0.21,38177.,9000
224,11.0,0.22,0.4192,0.0479,0.0246,0.011,0.079,0.160,8.363,0.009,0.713,8.694,0.21,38200.,9000
225,11.8,0.23,0.4392,0.0455,0.0240,0.011,0.077,0.152,8.152,0.009,0.676,8.457,0.21,38225.,9000
226,12.7,0.25,0.4573,0.0428,0.0232,0.011,0.074,0.143,7.890,0.008,0.636,8.219,0.21,38252.,9000
227,13.5,0.26,0.4735,0.0401,0.0224,0.010,0.072,0.134,7.625,0.008,0.597,7.979,0.21,38281.,9000
228,14.4,0.28,0.4862,0.0372,0.0215,0.010,0.069,0.124,7.316,0.008,0.553,7.711,0.22,38312.,9000
229,15.2,0.30,0.4970,0.0344,0.0206,0.009,0.066,0.115,7.009,0.007,0.512,7.444,0.22,38345.,9000
230,16.1,0.31,0.5037,0.0314,0.0196,0.009,0.063,0.105,6.658,0.007,0.467,7.148,0.22,38379.,9000
231,16.9,0.33,0.5078,0.0285,0.0186,0.008,0.059,0.095,6.309,0.007,0.423,6.845,0.22,38415.,9000
232,17.8,0.35,0.5079,0.0256,0.0175,0.008,0.056,0.085,5.945,0.006,0.380,6.521,0.22,38453.,9000
233,18.6,0.36,0.5007,0.0223,0.0162,0.007,0.052,0.075,5.514,0.006,0.332,6.136,0.22,38493.,9000
234,19.5,0.38,0.4913,0.0193,0.0150,0.007,0.048,0.065,5.092,0.005,0.288,5.759,0.22,38535.,9000
235,20.3,0.40,0.4624,0.0159,0.0137,0.006,0.044,0.053,4.651,0.005,0.237,5.195,0.22,38578.,9000
236,21.2,0.41,0.4249,0.0128,0.0124,0.006,0.040,0.043,4.222,0.004,0.190,4.582,0.22,38624.,9000
237,22.0,0.43,0.3691,0.0096,0.0112,0.005,0.036,0.032,3.822,0.004,0.143,3.827,0.22,38671.,9000
238,22.8,0.45,0.2831,0.0064,0.0100,0.005,0.032,0.021,3.416,0.004,0.095,2.826,0.22,38720.,9000
239,23.7,0.46,0.1692,0.0033,0.0090,0.004,0.029,0.011,3.044,0.003,0.049,1.629,0.22,38770.,9000
240,24.5,0.48,-0.0123,-0.0002,0.0077,0.004,0.025,-0.001,2.620,0.003,-0.003,-0.114,0.22,38823.,9000
241,0.0,0.00,0.0000,0.0650,0.0286,0.018,0.113,0.268,13.337,0.013,1.193,9.123,0.24,42269.,10000
242,0.9,0.02,0.0374,0.0648,0.0287,0.018,0.113,0.267,13.365,0.013,1.189,9.074,0.24,42270.,10000
243,1.9,0.03,0.0743,0.0645,0.0287,0.018,0.113,0.266,13.381,0.013,1.184,9.021,0.24,42273.,10000
244,2.8,0.05,0.1108,0.0641,0.0287,0.018,0.113,0.264,13.384,0.013,1.176,8.962,0.24,42278.,10000
245,3.8,0.07,0.1466,0.0636,0.0287,0.018,0.113,0.263,13.399,0.013,1.169,8.895,0.24,42286.,10000
246,4.7,0.08,0.1820,0.0628,0.0285,0.018,0.113,0.259,13.313,0.013,1.153,8.834,0.24,42295.,10000
247,5.6,0.10,0.2202,0.0636,0.0287,0.018,0.113,0.263,13.385,0.013,1.169,8.904,0.24,42306.,10000
248,6.6,0.12,0.2508,0.0611,0.0282,0.018,0.111,0.252,13.155,0.013,1.122,8.694,0.24,42320.,10000
249,7.5,0.13,0.2833,0.0596,0.0278,0.017,0.110,0.246,12.978,0.012,1.094,8.593,0.24,42335.,10000
250,8.5,0.15,0.3138,0.0580,0.0275,0.017,0.108,0.239,12.830,0.012,1.065,8.462,0.24,42353.,10000
251,9.4,0.17,0.3428,0.0558,0.0269,0.017,0.106,0.230,12.564,0.012,1.025,8.318,0.24,42373.,10000
252,10.3,0.18,0.3691,0.0534,0.0263,0.016,0.104,0.220,12.276,0.012,0.980,8.143,0.24,42395.,10000
253,11.3,0.20,0.3936,0.0509,0.0257,0.016,0.101,0.210,11.976,0.011,0.935,7.959,0.24,42419.,10000
254,12.2,0.22,0.4157,0.0484,0.0251,0.016,0.099,0.200,11.686,0.011,0.889,7.759,0.24,42445.,10000
255,13.2,0.23,0.4362,0.0457,0.0242,0.015,0.096,0.188,11.306,0.011,0.838,7.561,0.24,42473.,10000
256,14.1,0.25,0.4542,0.0429,0.0234,0.015,0.092,0.177,10.938,0.010,0.788,7.349,0.24,42503.,10000
257,15.0,0.26,0.4702,0.0402,0.0226,0.014,0.089,0.166,10.563,0.010,0.739,7.132,0.24,42535.,10000
258,16.0,0.28,0.4836,0.0374,0.0217,0.014,0.086,0.154,10.136,0.010,0.686,6.904,0.24,42569.,10000
259,16.9,0.30,0.4945,0.0345,0.0208,0.013,0.082,0.142,9.682,0.009,0.633,6.667,0.24,42605.,10000
260,17.9,0.31,0.5021,0.0316,0.0198,0.012,0.078,0.131,9.232,0.009,0.581,6.413,0.24,42643.,10000
261,18.8,0.33,0.5063,0.0286,0.0187,0.012,0.074,0.118,8.728,0.008,0.526,6.143,0.24,42684.,10000
262,19.7,0.35,0.5095,0.0257,0.0176,0.011,0.069,0.106,8.187,0.008,0.473,5.888,0.24,42726.,10000
263,20.7,0.36,0.5043,0.0227,0.0164,0.010,0.065,0.094,7.642,0.007,0.417,5.563,0.24,42770.,10000
264,21.6,0.38,0.4912,0.0195,0.0151,0.009,0.060,0.081,7.047,0.007,0.358,5.182,0.24,42816.,10000
265,22.6,0.40,0.4682,0.0163,0.0138,0.009,0.055,0.067,6.455,0.006,0.300,4.734,0.24,42865.,10000
266,23.5,0.41,0.4318,0.0131,0.0126,0.008,0.050,0.054,5.864,0.006,0.241,4.191,0.24,42915.,10000
267,24.4,0.43,0.3756,0.0099,0.0114,0.007,0.045,0.041,5.300,0.005,0.182,3.506,0.24,42967.,10000
268,25.4,0.45,0.2918,0.0066,0.0102,0.006,0.040,0.027,4.741,0.005,0.122,2.622,0.24,43022.,10000
269,26.3,0.46,0.1718,0.0033,0.0090,0.006,0.035,0.014,4.181,0.004,0.061,1.489,0.24,43078.,10000
270,27.3,0.48,-0.0047,-0.0001,0.0078,0.005,0.031,0.000,3.621,0.003,-0.001,-0.039,0.24,43136.,10000
271,0.0,0.00,0.0000,0.0660,0.0286,0.024,0.137,0.330,17.766,0.015,1.468,8.423,0.26,46496.,11000
272,1.0,0.02,0.0380,0.0657,0.0287,0.024,0.137,0.328,17.793,0.015,1.460,8.365,0.26,46497.,11000
273,2.1,0.03,0.0756,0.0655,0.0287,0.024,0.137,0.327,17.840,0.015,1.455,8.314,0.26,46500.,11000
274,3.1,0.05,0.1125,0.0647,0.0286,0.024,0.137,0.323,17.785,0.015,1.438,8.243,0.26,46506.,11000
275,4.1,0.07,0.1487,0.0641,0.0286,0.024,0.136,0.320,17.756,0.015,1.424,8.177,0.26,46514.,11000
276,5.2,0.08,0.1852,0.0636,0.0285,0.024,0.136,0.317,17.678,0.015,1.412,8.146,0.26,46525.,11000
277,6.2,0.10,0.2202,0.0626,0.0283,0.024,0.135,0.313,17.574,0.015,1.391,8.069,0.26,46537.,11000
278,7.3,0.12,0.2542,0.0614,0.0281,0.023,0.134,0.307,17.427,0.015,1.365,7.984,0.26,46552.,11000
279,8.3,0.13,0.2861,0.0602,0.0280,0.023,0.133,0.301,17.358,0.015,1.338,7.863,0.26,46569.,11000
280,9.3,0.15,0.3187,0.0583,0.0273,0.023,0.130,0.291,16.966,0.015,1.295,7.785,0.26,46589.,11000
281,10.4,0.17,0.3473,0.0566,0.0270,0.023,0.129,0.283,16.789,0.015,1.257,7.637,0.26,46611.,11000
282,11.4,0.18,0.3745,0.0539,0.0263,0.022,0.125,0.269,16.317,0.014,1.198,7.485,0.26,46635.,11000
283,12.4,0.20,0.3995,0.0513,0.0256,0.021,0.122,0.256,15.872,0.014,1.140,7.321,0.26,46662.,11000
284,13.5,0.22,0.4234,0.0489,0.0249,0.021,0.119,0.244,15.477,0.013,1.087,7.161,0.26,46690.,11000
285,14.5,0.23,0.4423,0.0462,0.0243,0.020,0.116,0.231,15.079,0.013,1.027,6.947,0.26,46721.,11000
286,15.6,0.25,0.4628,0.0436,0.0235,0.020,0.112,0.218,14.562,0.013,0.969,6.784,0.26,46755.,11000
287,16.6,0.27,0.4793,0.0409,0.0226,0.019,0.108,0.204,14.053,0.012,0.908,6.587,0.26,46790.,11000
288,17.6,0.28,0.4936,0.0379,0.0217,0.018,0.103,0.190,13.467,0.012,0.843,6.384,0.26,46828.,11000
289,18.7,0.30,0.5052,0.0351,0.0208,0.017,0.099,0.175,12.884,0.011,0.780,6.171,0.26,46868.,11000
290,19.7,0.32,0.5105,0.0321,0.0199,0.017,0.095,0.161,12.326,0.011,0.714,5.908,0.26,46910.,11000
291,20.7,0.33,0.5153,0.0291,0.0187,0.016,0.089,0.145,11.619,0.010,0.646,5.666,0.26,46955.,11000
292,21.8,0.35,0.5156,0.0260,0.0176,0.015,0.084,0.130,10.908,0.009,0.577,5.399,0.26,47002.,11000
293,22.8,0.37,0.5102,0.0228,0.0164,0.014,0.078,0.114,10.154,0.009,0.508,5.099,0.26,47051.,11000
294,23.9,0.38,0.4970,0.0196,0.0151,0.013,0.072,0.098,9.352,0.008,0.436,4.751,0.26,47102.,11000
295,24.9,0.40,0.4742,0.0164,0.0138,0.012,0.066,0.082,8.579,0.007,0.366,4.345,0.26,47155.,11000
296,25.9,0.41,0.4377,0.0132,0.0126,0.010,0.060,0.066,7.795,0.007,0.294,3.849,0.26,47211.,11000
297,27.0,0.43,0.3806,0.0100,0.0113,0.009,0.054,0.050,7.040,0.006,0.222,3.218,0.26,47269.,11000
298,28.0,0.45,0.2953,0.0067,0.0101,0.008,0.048,0.033,6.280,0.005,0.148,2.404,0.26,47329.,11000
299,29.0,0.46,0.1736,0.0033,0.0089,0.007,0.043,0.017,5.535,0.005,0.074,1.363,0.26,47391.,11000
300,30.1,0.48,-0.0065,-0.0001,0.0077,0.006,0.037,-0.001,4.783,0.004,-0.002,-0.049,0.26,47456.,11000
301,0.0,0.00,0.0000,0.0651,0.0281,0.030,0.159,0.387,22.628,0.018,1.720,7.752,0.29,50723.,12000
302,1.1,0.02,0.0383,0.0647,0.0281,0.030,0.160,0.385,22.656,0.018,1.712,7.703,0.29,50724.,12000
303,2.3,0.03,0.0761,0.0643,0.0281,0.030,0.160,0.382,22.668,0.018,1.701,7.652,0.29,50728.,12000
304,3.4,0.05,0.1133,0.0639,0.0281,0.030,0.160,0.380,22.662,0.018,1.689,7.599,0.29,50734.,12000
305,4.5,0.07,0.1500,0.0633,0.0281,0.030,0.159,0.376,22.633,0.018,1.674,7.543,0.29,50743.,12000
306,5.7,0.08,0.1860,0.0626,0.0280,0.030,0.159,0.372,22.565,0.018,1.655,7.481,0.29,50754.,12000
307,6.8,0.10,0.2211,0.0617,0.0278,0.030,0.158,0.367,22.446,0.018,1.631,7.412,0.29,50768.,12000
308,7.9,0.12,0.2553,0.0606,0.0276,0.030,0.157,0.360,22.275,0.018,1.602,7.335,0.29,50784.,12000
309,9.1,0.13,0.2883,0.0593,0.0274,0.030,0.155,0.352,22.047,0.018,1.567,7.250,0.29,50803.,12000
310,10.2,0.15,0.3200,0.0577,0.0270,0.029,0.153,0.343,21.747,0.017,1.525,7.152,0.29,50825.,12000
311,11.3,0.17,0.3494,0.0557,0.0265,0.029,0.150,0.331,21.366,0.017,1.473,7.028,0.29,50849.,12000
312,12.5,0.18,0.3761,0.0533,0.0259,0.028,0.147,0.317,20.912,0.017,1.410,6.878,0.29,50875.,12000
313,13.6,0.20,0.4008,0.0509,0.0254,0.027,0.144,0.303,20.441,0.016,1.347,6.718,0.29,50904.,12000
314,14.7,0.22,0.4234,0.0484,0.0247,0.027,0.140,0.288,19.929,0.016,1.280,6.551,0.29,50936.,12000
315,15.9,0.23,0.4440,0.0458,0.0240,0.026,0.136,0.273,19.378,0.015,1.212,6.379,0.29,50970.,12000
316,17.0,0.25,0.4625,0.0432,0.0233,0.025,0.132,0.257,18.789,0.015,1.143,6.201,0.29,51006.,12000
317,18.1,0.27,0.4788,0.0405,0.0225,0.024,0.128,0.241,18.149,0.014,1.071,6.019,0.29,51045.,12000
318,19.3,0.28,0.4929,0.0377,0.0217,0.023,0.123,0.224,17.451,0.014,0.998,5.832,0.29,51086.,12000
319,20.4,0.30,0.5042,0.0349,0.0207,0.022,0.118,0.208,16.711,0.013,0.923,5.634,0.29,51130.,12000
320,21.5,0.32,0.5126,0.0320,0.0197,0.021,0.112,0.190,15.911,0.013,0.847,5.427,0.29,51177.,12000
321,22.7,0.33,0.5177,0.0290,0.0186,0.020,0.106,0.173,15.029,0.012,0.767,5.207,0.29,51226.,12000
322,23.8,0.35,0.5184,0.0260,0.0175,0.019,0.100,0.155,14.131,0.011,0.688,4.965,0.29,51277.,12000
323,24.9,0.37,0.5136,0.0230,0.0164,0.018,0.093,0.137,13.187,0.010,0.607,4.696,0.29,51331.,12000
324,26.1,0.38,0.5016,0.0199,0.0151,0.016,0.086,0.118,12.209,0.010,0.525,4.387,0.29,51387.,12000
325,27.2,0.40,0.4801,0.0167,0.0139,0.015,0.079,0.100,11.222,0.009,0.443,4.023,0.29,51445.,12000
326,28.3,0.42,0.4449,0.0136,0.0127,0.014,0.072,0.081,10.224,0.008,0.359,3.580,0.29,51506.,12000
327,29.5,0.43,0.3874,0.0102,0.0114,0.012,0.065,0.061,9.219,0.007,0.271,2.997,0.29,51570.,12000
328,30.6,0.45,0.3022,0.0069,0.0102,0.011,0.058,0.041,8.217,0.007,0.181,2.252,0.29,51636.,12000
329,31.8,0.47,0.1784,0.0034,0.0090,0.010,0.051,0.020,7.217,0.006,0.091,1.282,0.29,51704.,12000
330,32.9,0.48,-0.0029,0.0000,0.0077,0.008,0.044,0.000,6.236,0.005,-0.001,-0.020,0.29,51774.,12000
331,0.0,0.00,0.0000,0.0648,0.0279,0.038,0.186,0.452,28.636,0.021,2.012,7.164,0.31,54949.,13000
332,1.2,0.02,0.0383,0.0647,0.0280,0.039,0.187,0.451,28.714,0.021,2.007,7.126,0.31,54951.,13000
333,2.5,0.03,0.0762,0.0644,0.0281,0.039,0.187,0.449,28.757,0.021,1.998,7.084,0.31,54955.,13000
334,3.7,0.05,0.1135,0.0639,0.0280,0.039,0.187,0.446,28.733,0.021,1.983,7.037,0.31,54962.,13000
335,4.9,0.07,0.1501,0.0632,0.0280,0.038,0.186,0.441,28.645,0.021,1.961,6.982,0.31,54971.,13000
336,6.1,0.08,0.1860,0.0623,0.0278,0.038,0.185,0.435,28.506,0.021,1.935,6.922,0.31,54984.,13000
337,7.4,0.10,0.2211,0.0613,0.0276,0.038,0.184,0.428,28.315,0.021,1.904,6.856,0.31,54999.,13000
338,8.6,0.12,0.2552,0.0601,0.0274,0.038,0.182,0.420,28.060,0.021,1.866,6.783,0.31,55016.,13000
339,9.8,0.13,0.2882,0.0587,0.0271,0.037,0.180,0.410,27.726,0.020,1.822,6.702,0.31,55037.,13000
340,11.0,0.15,0.3198,0.0571,0.0267,0.037,0.178,0.398,27.319,0.020,1.771,6.611,0.31,55060.,13000
341,12.3,0.17,0.3493,0.0552,0.0262,0.036,0.175,0.385,26.858,0.020,1.712,6.499,0.31,55086.,13000
342,13.5,0.18,0.3761,0.0528,0.0257,0.035,0.171,0.369,26.289,0.019,1.640,6.360,0.31,55114.,13000
343,14.7,0.20,0.4008,0.0504,0.0251,0.034,0.167,0.352,25.679,0.019,1.565,6.213,0.31,55146.,13000
344,15.9,0.22,0.4234,0.0479,0.0244,0.034,0.163,0.334,25.017,0.018,1.487,6.060,0.31,55179.,13000
345,17.2,0.23,0.4439,0.0454,0.0237,0.033,0.158,0.316,24.335,0.018,1.408,5.898,0.31,55216.,13000
346,18.4,0.25,0.4623,0.0427,0.0230,0.032,0.153,0.298,23.595,0.017,1.327,5.733,0.31,55255.,13000
347,19.6,0.27,0.4785,0.0401,0.0222,0.031,0.148,0.280,22.786,0.017,1.243,5.564,0.31,55297.,13000
348,20.8,0.28,0.4924,0.0373,0.0214,0.029,0.143,0.260,21.921,0.016,1.158,5.389,0.31,55342.,13000
349,22.1,0.30,0.5037,0.0345,0.0205,0.028,0.136,0.241,20.990,0.015,1.072,5.206,0.31,55390.,13000
350,23.3,0.32,0.5120,0.0317,0.0195,0.027,0.130,0.221,19.990,0.015,0.983,5.013,0.31,55440.,13000
351,24.5,0.33,0.5168,0.0287,0.0185,0.025,0.123,0.201,18.921,0.014,0.892,4.807,0.31,55492.,13000
352,25.7,0.35,0.5172,0.0258,0.0174,0.024,0.116,0.180,17.786,0.013,0.799,4.582,0.31,55548.,13000
353,27.0,0.37,0.5121,0.0227,0.0162,0.022,0.108,0.158,16.590,0.012,0.705,4.330,0.31,55606.,13000
354,28.2,0.38,0.4997,0.0196,0.0150,0.021,0.100,0.137,15.348,0.011,0.608,4.042,0.31,55666.,13000
355,29.4,0.40,0.4776,0.0165,0.0138,0.019,0.092,0.115,14.092,0.010,0.512,3.702,0.31,55729.,13000
356,30.7,0.41,0.4420,0.0133,0.0125,0.017,0.083,0.093,12.840,0.009,0.414,3.289,0.31,55795.,13000
357,31.9,0.43,0.3856,0.0101,0.0113,0.016,0.075,0.071,11.600,0.009,0.314,2.759,0.31,55864.,13000
358,33.1,0.45,0.3010,0.0068,0.0101,0.014,0.067,0.047,10.351,0.008,0.211,2.074,0.31,55935.,13000
359,34.3,0.46,0.1772,0.0034,0.0089,0.012,0.059,0.024,9.097,0.007,0.105,1.178,0.31,56008.,13000
360,35.6,0.48,-0.0049,-0.0001,0.0077,0.011,0.051,-0.001,7.857,0.006,-0.002,-0.031,0.31,56085.,13000
361,0.0,0.00,0.0000,0.0649,0.0280,0.048,0.216,0.526,35.842,0.024,2.338,6.651,0.33,59176.,14000
362,1.3,0.02,0.0383,0.0647,0.0281,0.048,0.217,0.523,35.903,0.024,2.328,6.613,0.33,59178.,14000
363,2.6,0.03,0.0762,0.0643,0.0281,0.048,0.217,0.520,35.910,0.024,2.314,6.571,0.33,59182.,14000
364,4.0,0.05,0.1135,0.0638,0.0280,0.048,0.217,0.516,35.876,0.024,2.295,6.525,0.33,59190.,14000
365,5.3,0.07,0.1501,0.0631,0.0280,0.048,0.216,0.511,35.786,0.024,2.272,6.475,0.33,59200.,14000
366,6.6,0.08,0.1861,0.0624,0.0279,0.048,0.215,0.505,35.652,0.024,2.245,6.421,0.33,59213.,14000
367,7.9,0.10,0.2212,0.0614,0.0277,0.047,0.214,0.497,35.416,0.024,2.209,6.360,0.33,59229.,14000
368,9.3,0.12,0.2553,0.0602,0.0274,0.047,0.212,0.487,35.101,0.024,2.166,6.292,0.33,59248.,14000
369,10.6,0.13,0.2883,0.0587,0.0271,0.047,0.209,0.475,34.679,0.024,2.114,6.217,0.33,59271.,14000
370,11.9,0.15,0.3199,0.0571,0.0267,0.046,0.206,0.462,34.169,0.023,2.055,6.133,0.33,59296.,14000
371,13.2,0.17,0.3494,0.0552,0.0262,0.045,0.203,0.446,33.589,0.023,1.986,6.029,0.33,59323.,14000
372,14.5,0.18,0.3762,0.0529,0.0257,0.044,0.199,0.428,32.884,0.022,1.903,5.900,0.33,59354.,14000
373,15.9,0.20,0.4009,0.0504,0.0251,0.043,0.194,0.408,32.122,0.022,1.816,5.764,0.33,59388.,14000
374,17.2,0.22,0.4236,0.0480,0.0245,0.042,0.189,0.388,31.311,0.021,1.726,5.621,0.33,59425.,14000
375,18.5,0.23,0.4440,0.0454,0.0238,0.041,0.184,0.367,30.457,0.021,1.634,5.472,0.33,59464.,14000
376,19.8,0.25,0.4625,0.0428,0.0231,0.040,0.178,0.346,29.516,0.020,1.540,5.319,0.33,59507.,14000
377,21.2,0.27,0.4788,0.0401,0.0223,0.038,0.172,0.325,28.514,0.019,1.444,5.163,0.33,59552.,14000
378,22.5,0.28,0.4927,0.0374,0.0214,0.037,0.166,0.303,27.452,0.019,1.346,5.000,0.33,59600.,14000
379,23.8,0.30,0.5041,0.0346,0.0205,0.035,0.159,0.280,26.297,0.018,1.246,4.832,0.33,59652.,14000
380,25.1,0.32,0.5127,0.0317,0.0195,0.034,0.151,0.256,24.985,0.017,1.141,4.655,0.33,59706.,14000
381,26.4,0.33,0.5176,0.0288,0.0185,0.032,0.143,0.233,23.659,0.016,1.036,4.465,0.34,59762.,14000
382,27.8,0.35,0.5188,0.0259,0.0174,0.030,0.135,0.210,22.309,0.015,0.932,4.262,0.34,59822.,14000
383,29.1,0.37,0.5141,0.0229,0.0163,0.028,0.126,0.185,20.837,0.014,0.824,4.032,0.34,59885.,14000
384,30.4,0.38,0.5024,0.0198,0.0151,0.026,0.117,0.160,19.305,0.013,0.713,3.768,0.34,59950.,14000
385,31.7,0.40,0.4809,0.0167,0.0139,0.024,0.107,0.135,17.752,0.012,0.602,3.457,0.34,60018.,14000
386,33.1,0.42,0.4460,0.0136,0.0127,0.022,0.098,0.110,16.199,0.011,0.489,3.078,0.34,60090.,14000
387,34.4,0.43,0.3890,0.0103,0.0114,0.020,0.088,0.083,14.634,0.010,0.370,2.581,0.34,60163.,14000
388,35.7,0.45,0.3040,0.0069,0.0102,0.017,0.079,0.056,13.040,0.009,0.248,1.943,0.34,60240.,14000
389,37.0,0.47,0.1793,0.0034,0.0089,0.015,0.069,0.028,11.442,0.008,0.124,1.105,0.34,60320.,14000
390,38.3,0.48,-0.0051,-0.0001,0.0077,0.013,0.060,-0.001,9.863,0.007,-0.003,-0.030,0.34,60402.,14000
391,0.0,0.00,0.0000,0.0644,0.0276,0.058,0.245,0.598,43.466,0.028,2.660,6.241,0.36,63403.,15000
392,1.4,0.02,0.0385,0.0643,0.0277,0.059,0.246,0.597,43.670,0.028,2.656,6.203,0.36,63405.,15000
393,2.8,0.03,0.0765,0.0640,0.0278,0.059,0.247,0.595,43.781,0.028,2.646,6.163,0.36,63410.,15000
394,4.2,0.05,0.1139,0.0636,0.0278,0.059,0.247,0.591,43.783,0.028,2.627,6.118,0.36,63417.,15000
395,5.7,0.07,0.1505,0.0628,0.0277,0.059,0.246,0.584,43.661,0.028,2.596,6.063,0.36,63428.,15000
396,7.1,0.08,0.1865,0.0621,0.0276,0.058,0.245,0.577,43.521,0.028,2.564,6.009,0.36,63443.,15000
397,8.5,0.10,0.2206,0.0610,0.0276,0.058,0.245,0.567,43.423,0.028,2.522,5.923,0.36,63460.,15000
398,9.9,0.12,0.2558,0.0599,0.0272,0.057,0.242,0.556,42.866,0.027,2.475,5.887,0.36,63480.,15000
399,11.3,0.13,0.2887,0.0585,0.0269,0.057,0.239,0.543,42.355,0.027,2.415,5.814,0.36,63504.,15000
400,12.7,0.15,0.3200,0.0568,0.0265,0.056,0.235,0.527,41.753,0.027,2.346,5.730,0.36,63531.,15000
401,14.2,0.17,0.3499,0.0549,0.0261,0.055,0.231,0.510,41.013,0.026,2.268,5.638,0.36,63561.,15000
402,15.6,0.18,0.3767,0.0526,0.0255,0.054,0.226,0.489,40.177,0.026,2.174,5.518,0.36,63594.,15000
403,17.0,0.20,0.4014,0.0502,0.0249,0.053,0.221,0.467,39.276,0.025,2.076,5.390,0.36,63630.,15000
404,18.4,0.22,0.4241,0.0477,0.0243,0.051,0.216,0.443,38.251,0.024,1.972,5.257,0.36,63669.,15000
405,19.8,0.23,0.4446,0.0452,0.0237,0.050,0.210,0.420,37.234,0.024,1.868,5.116,0.36,63711.,15000
406,21.2,0.25,0.4630,0.0427,0.0230,0.048,0.204,0.396,36.138,0.023,1.762,4.973,0.36,63757.,15000
407,22.6,0.27,0.4793,0.0400,0.0222,0.047,0.197,0.372,34.918,0.022,1.653,4.827,0.36,63805.,15000
408,24.1,0.28,0.4932,0.0373,0.0214,0.045,0.189,0.347,33.627,0.021,1.542,4.675,0.36,63857.,15000
409,25.5,0.30,0.5046,0.0346,0.0205,0.043,0.182,0.321,32.230,0.021,1.428,4.517,0.36,63912.,15000
410,26.9,0.32,0.5130,0.0317,0.0195,0.041,0.173,0.295,30.714,0.020,1.310,4.351,0.36,63969.,15000
411,28.3,0.33,0.5181,0.0288,0.0185,0.039,0.164,0.268,29.111,0.019,1.192,4.174,0.36,64030.,15000
412,29.7,0.35,0.5189,0.0259,0.0174,0.037,0.154,0.241,27.405,0.017,1.070,3.981,0.36,64094.,15000
413,31.1,0.37,0.5143,0.0229,0.0163,0.034,0.144,0.213,25.614,0.016,0.946,3.767,0.36,64161.,15000
414,32.6,0.38,0.5026,0.0198,0.0151,0.032,0.134,0.184,23.741,0.015,0.820,3.521,0.36,64231.,15000
415,34.0,0.40,0.4812,0.0167,0.0139,0.029,0.123,0.156,21.838,0.014,0.692,3.230,0.36,64304.,15000
416,35.4,0.42,0.4461,0.0136,0.0127,0.027,0.112,0.126,19.923,0.013,0.562,2.875,0.36,64380.,15000
417,36.8,0.43,0.3894,0.0103,0.0114,0.024,0.101,0.096,17.991,0.011,0.426,2.413,0.36,64459.,15000
418,38.2,0.45,0.3043,0.0069,0.0102,0.021,0.090,0.064,16.028,0.010,0.285,1.816,0.36,64542.,15000
419,39.6,0.47,0.1795,0.0034,0.0089,0.019,0.079,0.032,14.063,0.009,0.142,1.033,0.36,64627.,15000
420,41.1,0.48,-0.0049,-0.0001,0.0077,0.016,0.068,-0.001,12.124,0.008,-0.003,-0.027,0.36,64715.,15000
421,0.0,0.00,0.0000,0.0629,0.0270,0.069,0.272,0.665,51.505,0.031,2.959,5.859,0.38,67630.,16000
422,1.5,0.02,0.0386,0.0631,0.0272,0.070,0.274,0.667,51.939,0.031,2.965,5.822,0.38,67632.,16000
423,3.0,0.03,0.0766,0.0631,0.0274,0.070,0.276,0.667,52.342,0.031,2.968,5.782,0.38,67637.,16000
424,4.5,0.05,0.1140,0.0631,0.0276,0.071,0.278,0.667,52.698,0.031,2.965,5.738,0.38,67645.,16000
