,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR,Torque,Thrust,THR/PWR,Mach,Reyn,RPM
0,(mph),(Adv_Ratio),-,-,-,(Hp),(In-Lbf),(Lbf),(W),(N-m),(N),(g/W),-,-,RPM
425,6.0,0.07,0.1507,0.0628,0.0277,0.071,0.279,0.664,52.911,0.032,2.952,5.689,0.38,67657.,16000
426,7.6,0.08,0.1867,0.0621,0.0276,0.071,0.279,0.656,52.810,0.032,2.919,5.637,0.38,67672.,16000
427,9.1,0.10,0.2217,0.0611,0.0275,0.070,0.277,0.646,52.514,0.031,2.873,5.578,0.38,67691.,16000
428,10.6,0.12,0.2557,0.0598,0.0272,0.070,0.275,0.632,52.001,0.031,2.812,5.515,0.38,67713.,16000
429,12.1,0.13,0.2886,0.0584,0.0269,0.069,0.271,0.617,51.367,0.031,2.743,5.446,0.38,67738.,16000
430,13.6,0.15,0.3201,0.0567,0.0265,0.068,0.267,0.599,50.584,0.030,2.664,5.370,0.38,67766.,16000
431,15.1,0.17,0.3525,0.0535,0.0252,0.065,0.255,0.566,48.230,0.029,2.517,5.322,0.38,67798.,16000
432,16.6,0.18,0.3795,0.0514,0.0248,0.063,0.250,0.543,47.306,0.028,2.416,5.208,0.38,67833.,16000
433,18.1,0.20,0.4043,0.0491,0.0242,0.062,0.245,0.519,46.305,0.028,2.309,5.086,0.38,67872.,16000
434,19.6,0.22,0.4268,0.0468,0.0237,0.061,0.239,0.494,45.238,0.027,2.199,4.956,0.38,67914.,16000
435,21.2,0.23,0.4471,0.0443,0.0231,0.059,0.233,0.469,44.093,0.026,2.085,4.821,0.38,67959.,16000
436,22.7,0.25,0.4654,0.0419,0.0224,0.057,0.226,0.442,42.833,0.026,1.967,4.684,0.38,68008.,16000
437,24.2,0.27,0.4815,0.0393,0.0217,0.056,0.219,0.415,41.476,0.025,1.848,4.543,0.38,68059.,16000
438,25.7,0.28,0.4952,0.0367,0.0209,0.054,0.211,0.388,39.982,0.024,1.724,4.398,0.38,68115.,16000
439,27.2,0.30,0.5064,0.0340,0.0201,0.051,0.203,0.359,38.386,0.023,1.599,4.247,0.38,68173.,16000
440,28.7,0.32,0.5147,0.0313,0.0192,0.049,0.194,0.331,36.675,0.022,1.471,4.090,0.38,68235.,16000
441,30.2,0.33,0.5196,0.0285,0.0182,0.047,0.184,0.301,34.833,0.021,1.340,3.922,0.38,68300.,16000
442,31.7,0.35,0.5202,0.0256,0.0172,0.044,0.174,0.271,32.866,0.020,1.205,3.740,0.38,68368.,16000
443,33.2,0.37,0.5155,0.0227,0.0161,0.041,0.163,0.240,30.787,0.018,1.068,3.537,0.38,68440.,16000
444,34.8,0.38,0.5036,0.0197,0.0150,0.038,0.151,0.209,28.616,0.017,0.928,3.306,0.38,68514.,16000
445,36.3,0.40,0.4814,0.0166,0.0138,0.035,0.139,0.176,26.338,0.016,0.782,3.028,0.38,68592.,16000
446,37.8,0.42,0.4468,0.0136,0.0126,0.032,0.128,0.144,24.169,0.014,0.639,2.698,0.38,68674.,16000
447,39.3,0.43,0.3906,0.0104,0.0115,0.029,0.116,0.109,21.898,0.013,0.487,2.268,0.38,68758.,16000
448,40.8,0.45,0.3057,0.0070,0.0102,0.026,0.103,0.074,19.528,0.012,0.327,1.709,0.38,68846.,16000
449,42.3,0.47,0.1804,0.0035,0.0090,0.023,0.090,0.037,17.128,0.010,0.163,0.973,0.38,68937.,16000
450,43.8,0.48,-0.0057,-0.0001,0.0077,0.020,0.078,-0.001,14.751,0.009,-0.004,-0.029,0.39,69031.,16000
451,0.0,0.00,0.0000,0.0616,0.0256,0.079,0.292,0.735,58.773,0.033,3.271,5.676,0.40,71857.,17000
452,1.6,0.02,0.0397,0.0616,0.0258,0.079,0.294,0.734,59.053,0.033,3.267,5.641,0.40,71859.,17000
453,3.2,0.03,0.0789,0.0614,0.0259,0.080,0.295,0.733,59.287,0.033,3.258,5.604,0.40,71864.,17000
454,4.8,0.05,0.1174,0.0610,0.0259,0.080,0.295,0.728,59.378,0.033,3.239,5.562,0.40,71873.,17000
455,6.4,0.07,0.1552,0.0605,0.0259,0.080,0.295,0.722,59.349,0.033,3.210,5.516,0.40,71886.,17000
456,8.0,0.08,0.1922,0.0597,0.0258,0.079,0.294,0.712,59.126,0.033,3.168,5.464,0.40,71902.,17000
457,9.6,0.10,0.2283,0.0587,0.0256,0.079,0.292,0.700,58.711,0.033,3.113,5.407,0.40,71921.,17000
458,11.2,0.12,0.2632,0.0574,0.0254,0.078,0.289,0.685,58.106,0.033,3.046,5.345,0.40,71945.,17000
459,12.8,0.13,0.2971,0.0560,0.0250,0.077,0.285,0.668,57.379,0.032,2.970,5.278,0.40,71971.,17000
460,14.4,0.15,0.3296,0.0544,0.0247,0.076,0.281,0.649,56.535,0.032,2.885,5.204,0.41,72002.,17000
461,16.0,0.17,0.3600,0.0526,0.0243,0.075,0.276,0.627,55.578,0.031,2.789,5.117,0.41,72035.,17000
462,17.7,0.18,0.3876,0.0504,0.0238,0.073,0.271,0.602,54.491,0.031,2.676,5.008,0.41,72073.,17000
463,19.3,0.20,0.4128,0.0482,0.0233,0.072,0.265,0.575,53.345,0.030,2.558,4.890,0.41,72114.,17000
464,20.9,0.22,0.4358,0.0459,0.0228,0.070,0.259,0.548,52.141,0.029,2.436,4.764,0.41,72158.,17000
465,22.5,0.23,0.4564,0.0436,0.0222,0.068,0.253,0.520,50.903,0.029,2.313,4.634,0.41,72206.,17000
466,24.1,0.25,0.4752,0.0412,0.0216,0.066,0.246,0.491,49.471,0.028,2.184,4.502,0.41,72258.,17000
467,25.7,0.27,0.4917,0.0387,0.0209,0.064,0.238,0.461,47.919,0.027,2.052,4.368,0.41,72313.,17000
468,27.3,0.28,0.5059,0.0361,0.0202,0.062,0.230,0.431,46.243,0.026,1.918,4.229,0.41,72372.,17000
469,28.9,0.30,0.5174,0.0335,0.0194,0.060,0.221,0.400,44.421,0.025,1.780,4.086,0.41,72434.,17000
470,30.5,0.32,0.5261,0.0309,0.0185,0.057,0.211,0.368,42.455,0.024,1.639,3.936,0.41,72499.,17000
471,32.1,0.33,0.5315,0.0282,0.0176,0.054,0.201,0.336,40.342,0.023,1.494,3.777,0.41,72568.,17000
472,33.7,0.35,0.5326,0.0254,0.0166,0.051,0.189,0.303,38.097,0.021,1.347,3.605,0.41,72641.,17000
473,35.3,0.37,0.5285,0.0225,0.0156,0.048,0.178,0.269,35.724,0.020,1.196,3.414,0.41,72717.,17000
474,36.9,0.38,0.5259,0.0197,0.0143,0.044,0.163,0.235,32.746,0.018,1.043,3.249,0.41,72796.,17000
475,38.5,0.40,0.5052,0.0167,0.0132,0.041,0.150,0.200,30.247,0.017,0.887,2.992,0.41,72879.,17000
476,40.1,0.42,0.4709,0.0137,0.0121,0.037,0.138,0.163,27.676,0.016,0.727,2.677,0.41,72965.,17000
477,41.7,0.43,0.4142,0.0104,0.0109,0.033,0.124,0.125,24.943,0.014,0.554,2.264,0.41,73055.,17000
478,43.3,0.45,0.3267,0.0070,0.0096,0.030,0.110,0.084,22.064,0.012,0.372,1.720,0.41,73148.,17000
479,44.9,0.47,0.1941,0.0035,0.0084,0.026,0.095,0.042,19.142,0.011,0.185,0.985,0.41,73244.,17000
480,46.5,0.48,-0.0063,-0.0001,0.0071,0.022,0.081,-0.001,16.279,0.009,-0.005,-0.031,0.41,73344.,17000
481,0.0,0.00,0.0000,0.0614,0.0248,0.090,0.317,0.822,67.463,0.036,3.655,5.525,0.43,76084.,18000
482,1.7,0.02,0.0409,0.0613,0.0250,0.091,0.319,0.821,67.880,0.036,3.650,5.483,0.43,76086.,18000
483,3.4,0.03,0.0811,0.0611,0.0251,0.091,0.320,0.818,68.225,0.036,3.638,5.438,0.43,76091.,18000
484,5.1,0.05,0.1205,0.0607,0.0251,0.092,0.321,0.812,68.360,0.036,3.612,5.388,0.43,76101.,18000
485,6.8,0.07,0.1592,0.0602,0.0252,0.092,0.321,0.806,68.448,0.036,3.584,5.339,0.43,76114.,18000
486,8.5,0.08,0.1970,0.0596,0.0251,0.092,0.321,0.797,68.348,0.036,3.543,5.286,0.43,76131.,18000
487,10.2,0.10,0.2338,0.0586,0.0250,0.091,0.319,0.784,68.033,0.036,3.488,5.227,0.43,76152.,18000
488,11.9,0.12,0.2697,0.0575,0.0248,0.091,0.317,0.769,67.508,0.036,3.422,5.168,0.43,76177.,18000
489,13.6,0.13,0.3043,0.0562,0.0245,0.090,0.314,0.751,66.781,0.035,3.342,5.102,0.43,76205.,18000
490,15.3,0.15,0.3375,0.0546,0.0242,0.088,0.309,0.730,65.803,0.035,3.246,5.030,0.43,76237.,18000
491,17.0,0.17,0.3688,0.0528,0.0238,0.087,0.304,0.706,64.687,0.034,3.139,4.948,0.43,76273.,18000
492,18.7,0.18,0.3973,0.0506,0.0233,0.085,0.298,0.677,63.391,0.034,3.012,4.845,0.43,76313.,18000
493,20.4,0.20,0.4224,0.0482,0.0228,0.083,0.291,0.644,61.903,0.033,2.867,4.722,0.43,76356.,18000
494,22.1,0.22,0.4460,0.0458,0.0222,0.081,0.284,0.613,60.423,0.032,2.727,4.603,0.43,76403.,18000
495,23.8,0.23,0.4681,0.0433,0.0215,0.078,0.275,0.579,58.530,0.031,2.575,4.486,0.43,76454.,18000
496,25.5,0.25,0.4875,0.0408,0.0209,0.076,0.267,0.546,56.828,0.030,2.430,4.360,0.43,76509.,18000
497,27.2,0.27,0.5048,0.0384,0.0202,0.074,0.258,0.513,54.998,0.029,2.283,4.233,0.43,76567.,18000
498,28.9,0.28,0.5197,0.0359,0.0195,0.071,0.249,0.480,53.058,0.028,2.134,4.102,0.43,76629.,18000
499,30.6,0.30,0.5322,0.0333,0.0187,0.068,0.239,0.446,50.940,0.027,1.982,3.967,0.43,76695.,18000
500,32.3,0.32,0.5418,0.0307,0.0179,0.065,0.229,0.411,48.671,0.026,1.826,3.826,0.43,76764.,18000
501,34.0,0.33,0.5482,0.0280,0.0170,0.062,0.217,0.375,46.217,0.025,1.667,3.677,0.43,76838.,18000
502,35.7,0.35,0.5503,0.0253,0.0160,0.058,0.205,0.338,43.617,0.023,1.504,3.516,0.43,76914.,18000
503,37.4,0.37,0.5473,0.0225,0.0150,0.055,0.192,0.301,40.870,0.022,1.338,3.338,0.43,76995.,18000
504,39.1,0.38,0.5380,0.0197,0.0140,0.051,0.179,0.263,38.080,0.020,1.172,3.138,0.43,77079.,18000
505,40.8,0.40,0.5177,0.0167,0.0129,0.047,0.165,0.224,35.078,0.019,0.996,2.894,0.43,77167.,18000
506,42.5,0.42,0.4842,0.0137,0.0118,0.043,0.150,0.184,32.044,0.017,0.817,2.598,0.43,77258.,18000
507,44.2,0.43,0.4280,0.0105,0.0106,0.039,0.135,0.140,28.820,0.015,0.624,2.208,0.43,77353.,18000
508,45.9,0.45,0.3421,0.0071,0.0094,0.034,0.120,0.096,25.501,0.014,0.425,1.700,0.43,77452.,18000
509,47.6,0.47,0.2062,0.0036,0.0081,0.030,0.103,0.048,22.013,0.012,0.213,0.988,0.43,77554.,18000
510,49.3,0.48,-0.0067,-0.0001,0.0068,0.025,0.087,-0.001,18.556,0.010,-0.006,-0.031,0.43,77660.,18000
511,0.0,0.00,0.0000,0.0609,0.0246,0.105,0.350,0.908,78.623,0.040,4.040,5.240,0.45,80311.,19000
512,1.8,0.02,0.0406,0.0608,0.0247,0.106,0.352,0.906,79.076,0.040,4.032,5.199,0.45,80313.,19000
513,3.6,0.03,0.0807,0.0606,0.0248,0.107,0.353,0.904,79.458,0.040,4.020,5.159,0.45,80319.,19000
514,5.3,0.05,0.1199,0.0604,0.0250,0.107,0.355,0.900,79.850,0.040,4.003,5.112,0.45,80329.,19000
515,7.1,0.07,0.1585,0.0600,0.0250,0.107,0.356,0.894,79.954,0.040,3.975,5.070,0.45,80342.,19000
516,8.9,0.08,0.1962,0.0594,0.0250,0.107,0.356,0.885,79.964,0.040,3.936,5.019,0.45,80360.,19000
517,10.7,0.10,0.2329,0.0585,0.0249,0.107,0.354,0.872,79.678,0.040,3.879,4.964,0.45,80382.,19000
518,12.5,0.12,0.2683,0.0574,0.0247,0.106,0.352,0.855,79.110,0.040,3.803,4.902,0.45,80407.,19000
519,14.3,0.13,0.3028,0.0559,0.0244,0.105,0.347,0.833,78.076,0.039,3.707,4.841,0.45,80437.,19000
520,16.0,0.15,0.3358,0.0543,0.0240,0.103,0.342,0.809,76.913,0.039,3.599,4.772,0.45,80470.,19000
521,17.8,0.17,0.3670,0.0525,0.0236,0.101,0.336,0.782,75.519,0.038,3.477,4.695,0.45,80508.,19000
522,19.6,0.18,0.3954,0.0503,0.0231,0.099,0.329,0.750,73.998,0.037,3.336,4.598,0.45,80549.,19000
523,21.4,0.20,0.4211,0.0481,0.0226,0.097,0.322,0.717,72.443,0.036,3.189,4.489,0.45,80594.,19000
524,23.2,0.21,0.4451,0.0458,0.0221,0.095,0.314,0.682,70.681,0.036,3.036,4.379,0.45,80644.,19000
525,25.0,0.23,0.4667,0.0434,0.0215,0.092,0.306,0.647,68.813,0.035,2.878,4.264,0.45,80697.,19000
526,26.7,0.25,0.4862,0.0410,0.0209,0.090,0.297,0.611,66.786,0.034,2.716,4.147,0.45,80754.,19000
527,28.5,0.26,0.5006,0.0387,0.0204,0.088,0.291,0.576,65.328,0.033,2.564,4.002,0.45,80814.,19000
528,30.3,0.28,0.5153,0.0361,0.0197,0.084,0.280,0.538,62.981,0.032,2.395,3.878,0.45,80879.,19000
529,32.1,0.30,0.5282,0.0335,0.0189,0.081,0.268,0.499,60.326,0.030,2.221,3.754,0.45,80948.,19000
530,33.9,0.31,0.5382,0.0308,0.0180,0.077,0.256,0.459,57.480,0.029,2.043,3.624,0.45,81020.,19000
531,35.7,0.33,0.5449,0.0281,0.0170,0.073,0.242,0.418,54.447,0.027,1.861,3.485,0.45,81096.,19000
532,37.4,0.35,0.5505,0.0251,0.0158,0.068,0.225,0.375,50.678,0.025,1.667,3.354,0.45,81176.,19000
533,39.2,0.36,0.5476,0.0223,0.0148,0.064,0.211,0.332,47.356,0.024,1.479,3.184,0.46,81260.,19000
534,41.0,0.38,0.5379,0.0194,0.0137,0.059,0.195,0.289,43.845,0.022,1.286,2.992,0.46,81348.,19000
535,42.8,0.40,0.5169,0.0164,0.0126,0.054,0.179,0.244,40.164,0.020,1.085,2.755,0.46,81440.,19000
536,44.6,0.41,0.4824,0.0133,0.0114,0.049,0.162,0.198,36.410,0.018,0.881,2.468,0.46,81535.,19000
537,46.4,0.43,0.4257,0.0101,0.0102,0.044,0.145,0.150,32.567,0.016,0.669,2.095,0.46,81634.,19000
538,48.1,0.45,0.3376,0.0068,0.0090,0.038,0.128,0.101,28.676,0.014,0.450,1.599,0.46,81737.,19000
539,49.9,0.46,0.2040,0.0034,0.0077,0.033,0.110,0.051,24.688,0.012,0.226,0.932,0.46,81843.,19000
540,51.7,0.48,-0.0088,-0.0001,0.0065,0.028,0.093,-0.002,20.874,0.010,-0.008,-0.039,0.46,81954.,19000
541,0.0,0.00,0.0000,0.0586,0.0230,0.115,0.362,0.967,85.755,0.041,4.302,5.116,0.48,84538.,20000
542,1.9,0.02,0.0416,0.0586,0.0232,0.116,0.366,0.968,86.675,0.041,4.306,5.066,0.48,84540.,20000
543,3.7,0.03,0.0826,0.0586,0.0234,0.117,0.369,0.968,87.326,0.042,4.304,5.026,0.48,84546.,20000
544,5.6,0.05,0.1226,0.0586,0.0236,0.118,0.373,0.967,88.198,0.042,4.303,4.974,0.48,84556.,20000
545,7.5,0.07,0.1616,0.0585,0.0239,0.119,0.376,0.966,89.073,0.043,4.295,4.917,0.48,84571.,20000
546,9.4,0.08,0.2000,0.0582,0.0240,0.120,0.378,0.961,89.523,0.043,4.273,4.868,0.48,84589.,20000
547,11.2,0.10,0.2370,0.0577,0.0241,0.121,0.380,0.952,89.866,0.043,4.235,4.806,0.48,84612.,20000
548,13.1,0.12,0.2722,0.0569,0.0241,0.121,0.380,0.939,90.019,0.043,4.177,4.732,0.48,84639.,20000
549,15.0,0.13,0.3065,0.0556,0.0239,0.120,0.378,0.919,89.365,0.043,4.086,4.663,0.48,84670.,20000
550,16.9,0.15,0.3407,0.0540,0.0235,0.118,0.371,0.892,87.879,0.042,3.970,4.606,0.48,84705.,20000
551,18.7,0.16,0.3721,0.0523,0.0232,0.116,0.365,0.863,86.451,0.041,3.839,4.528,0.48,84745.,20000
552,20.6,0.18,0.4024,0.0502,0.0226,0.113,0.357,0.830,84.515,0.040,3.690,4.452,0.48,84788.,20000
553,22.5,0.20,0.4300,0.0480,0.0221,0.111,0.348,0.793,82.447,0.039,3.526,4.360,0.48,84835.,20000
554,24.4,0.21,0.4542,0.0457,0.0216,0.108,0.340,0.755,80.519,0.038,3.357,4.252,0.48,84887.,20000
555,26.2,0.23,0.4746,0.0434,0.0211,0.106,0.333,0.717,78.781,0.038,3.187,4.126,0.48,84943.,20000
556,28.1,0.25,0.4949,0.0410,0.0205,0.102,0.323,0.676,76.397,0.036,3.008,4.015,0.48,85002.,20000
557,30.0,0.26,0.5063,0.0387,0.0202,0.101,0.318,0.640,75.335,0.036,2.845,3.851,0.48,85066.,20000
558,31.9,0.28,0.5225,0.0361,0.0194,0.097,0.306,0.597,72.382,0.035,2.655,3.740,0.48,85134.,20000
559,33.7,0.30,0.5357,0.0335,0.0186,0.093,0.293,0.553,69.316,0.033,2.462,3.622,0.48,85206.,20000
560,35.6,0.31,0.5427,0.0309,0.0178,0.089,0.281,0.510,66.541,0.032,2.268,3.476,0.48,85282.,20000
561,37.5,0.33,0.5500,0.0281,0.0169,0.084,0.266,0.464,62.952,0.030,2.066,3.346,0.48,85362.,20000
562,39.4,0.35,0.5579,0.0252,0.0156,0.078,0.246,0.415,58.292,0.028,1.848,3.233,0.48,85446.,20000
563,41.2,0.36,0.5555,0.0223,0.0146,0.073,0.230,0.368,54.393,0.026,1.639,3.073,0.48,85534.,20000
564,43.1,0.38,0.5459,0.0194,0.0135,0.068,0.213,0.321,50.338,0.024,1.426,2.888,0.48,85626.,20000
565,45.0,0.40,0.5263,0.0164,0.0124,0.062,0.195,0.271,46.109,0.022,1.207,2.669,0.48,85722.,20000
566,46.9,0.41,0.4921,0.0133,0.0112,0.056,0.176,0.220,41.692,0.020,0.979,2.396,0.48,85823.,20000
567,48.7,0.43,0.4351,0.0101,0.0100,0.050,0.157,0.167,37.175,0.018,0.742,2.037,0.48,85927.,20000
568,50.6,0.45,0.3456,0.0068,0.0087,0.044,0.138,0.112,32.643,0.016,0.499,1.558,0.48,86034.,20000
569,52.5,0.46,0.2078,0.0034,0.0076,0.038,0.119,0.056,28.183,0.013,0.250,0.903,0.48,86146.,20000
570,54.4,0.48,-0.0050,-0.0001,0.0064,0.032,0.101,-0.001,23.831,0.011,-0.005,-0.021,0.48,86262.,20000
571,0.0,0.00,0.0000,0.0575,0.0224,0.130,0.389,1.047,96.585,0.044,4.658,4.918,0.50,88765.,21000
572,2.0,0.02,0.0421,0.0575,0.0225,0.131,0.392,1.047,97.367,0.044,4.655,4.875,0.50,88767.,21000
573,3.9,0.03,0.0834,0.0574,0.0227,0.132,0.395,1.045,98.147,0.045,4.650,4.831,0.50,88773.,21000
574,5.9,0.05,0.1239,0.0573,0.0229,0.133,0.398,1.044,98.903,0.045,4.642,4.786,0.50,88784.,21000
575,7.9,0.07,0.1636,0.0571,0.0230,0.134,0.401,1.040,99.552,0.045,4.627,4.739,0.50,88799.,21000
576,9.8,0.08,0.2024,0.0568,0.0232,0.134,0.403,1.035,100.060,0.045,4.603,4.690,0.50,88819.,21000
577,11.8,0.10,0.2401,0.0562,0.0232,0.134,0.403,1.024,100.158,0.046,4.555,4.637,0.50,88843.,21000
578,13.8,0.12,0.2704,0.0559,0.0239,0.138,0.415,1.018,103.116,0.047,4.527,4.477,0.50,88871.,21000
579,15.7,0.13,0.3118,0.0542,0.0229,0.133,0.399,0.987,99.084,0.045,4.389,4.517,0.50,88904.,21000
580,17.7,0.15,0.3455,0.0528,0.0227,0.132,0.395,0.962,98.062,0.045,4.278,4.449,0.50,88941.,21000
581,19.7,0.16,0.3771,0.0511,0.0224,0.130,0.389,0.931,96.630,0.044,4.141,4.370,0.50,88982.,21000
582,21.7,0.18,0.3972,0.0496,0.0227,0.131,0.394,0.903,97.859,0.044,4.016,4.185,0.50,89027.,21000
583,23.6,0.20,0.4327,0.0470,0.0215,0.125,0.374,0.857,92.974,0.042,3.810,4.179,0.50,89077.,21000
584,25.6,0.21,0.4569,0.0448,0.0210,0.122,0.366,0.816,90.929,0.041,3.631,4.072,0.50,89132.,21000
585,27.6,0.23,0.4788,0.0426,0.0205,0.119,0.357,0.775,88.675,0.040,3.446,3.963,0.50,89190.,21000
586,29.5,0.25,0.4985,0.0402,0.0200,0.116,0.347,0.732,86.228,0.039,3.256,3.851,0.50,89253.,21000
587,31.5,0.26,0.5158,0.0377,0.0193,0.112,0.336,0.687,83.409,0.038,3.056,3.736,0.50,89320.,21000
588,33.5,0.28,0.5310,0.0353,0.0186,0.108,0.324,0.642,80.441,0.037,2.855,3.619,0.50,89391.,21000
589,35.4,0.30,0.5434,0.0327,0.0179,0.104,0.311,0.596,77.256,0.035,2.651,3.498,0.50,89467.,21000
590,37.4,0.31,0.5531,0.0301,0.0171,0.099,0.297,0.549,73.758,0.034,2.440,3.373,0.50,89547.,21000
591,39.4,0.33,0.5593,0.0275,0.0162,0.094,0.282,0.500,70.009,0.032,2.225,3.241,0.50,89631.,21000
592,41.3,0.35,0.5614,0.0248,0.0153,0.089,0.266,0.451,66.014,0.030,2.005,3.098,0.50,89719.,21000
593,43.3,0.36,0.5582,0.0220,0.0143,0.083,0.249,0.401,61.788,0.028,1.782,2.940,0.50,89811.,21000
594,45.3,0.38,0.5479,0.0192,0.0133,0.077,0.231,0.349,57.361,0.026,1.553,2.761,0.50,89908.,21000
595,47.2,0.40,0.5275,0.0163,0.0122,0.071,0.212,0.296,52.755,0.024,1.318,2.547,0.50,90009.,21000
596,49.2,0.41,0.4920,0.0133,0.0111,0.064,0.193,0.241,48.030,0.022,1.074,2.280,0.50,90114.,21000
597,51.2,0.43,0.4349,0.0101,0.0099,0.058,0.173,0.184,42.950,0.020,0.816,1.938,0.50,90223.,21000
598,53.1,0.45,0.3454,0.0068,0.0087,0.051,0.152,0.123,37.785,0.017,0.549,1.482,0.50,90337.,21000
599,55.1,0.46,0.2075,0.0034,0.0076,0.044,0.131,0.062,32.639,0.015,0.275,0.859,0.51,90454.,21000
600,57.1,0.48,-0.0046,-0.0001,0.0064,0.037,0.111,-0.001,27.623,0.013,-0.005,-0.018,0.51,90576.,21000
601,0.0,0.00,0.0000,0.0557,0.0218,0.145,0.417,1.114,108.415,0.047,4.955,4.660,0.52,92991.,22000
602,2.1,0.02,0.0418,0.0559,0.0221,0.147,0.421,1.117,109.519,0.048,4.968,4.626,0.52,92994.,22000
603,4.1,0.03,0.0829,0.0560,0.0223,0.149,0.425,1.120,110.753,0.048,4.980,4.586,0.52,93001.,22000
604,6.2,0.05,0.1233,0.0561,0.0225,0.150,0.430,1.122,111.879,0.049,4.990,4.548,0.52,93012.,22000
605,8.2,0.07,0.1632,0.0562,0.0227,0.151,0.433,1.122,112.806,0.049,4.991,4.512,0.52,93028.,22000
606,10.3,0.08,0.2017,0.0560,0.0229,0.153,0.437,1.120,113.804,0.049,4.981,4.463,0.52,93048.,22000
607,12.4,0.10,0.2395,0.0557,0.0230,0.153,0.439,1.114,114.362,0.050,4.953,4.416,0.52,93073.,22000
608,14.4,0.12,0.2761,0.0550,0.0230,0.153,0.439,1.099,114.263,0.050,4.890,4.364,0.52,93103.,22000
609,16.5,0.13,0.3112,0.0540,0.0229,0.153,0.437,1.079,113.761,0.049,4.801,4.304,0.52,93137.,22000
610,18.6,0.15,0.3436,0.0528,0.0228,0.152,0.436,1.056,113.405,0.049,4.697,4.224,0.52,93176.,22000
611,20.6,0.16,0.3676,0.0516,0.0231,0.154,0.441,1.030,114.911,0.050,4.582,4.066,0.52,93219.,22000
612,22.7,0.18,0.3962,0.0495,0.0227,0.151,0.433,0.990,112.699,0.049,4.404,3.985,0.52,93267.,22000
613,24.7,0.20,0.4245,0.0474,0.0221,0.147,0.422,0.947,109.726,0.048,4.210,3.913,0.52,93319.,22000
614,26.8,0.21,0.4485,0.0451,0.0216,0.144,0.412,0.902,107.206,0.047,4.012,3.816,0.52,93376.,22000
615,28.9,0.23,0.4704,0.0428,0.0210,0.140,0.401,0.856,104.457,0.045,3.807,3.717,0.53,93437.,22000
616,30.9,0.25,0.4902,0.0405,0.0204,0.136,0.390,0.808,101.415,0.044,3.596,3.615,0.53,93503.,22000
617,33.0,0.26,0.5080,0.0380,0.0197,0.132,0.377,0.759,98.079,0.043,3.378,3.512,0.53,93573.,22000
618,35.1,0.28,0.5218,0.0356,0.0191,0.127,0.365,0.710,94.907,0.041,3.160,3.395,0.53,93648.,22000
619,37.1,0.30,0.5351,0.0330,0.0183,0.122,0.349,0.659,90.895,0.039,2.931,3.288,0.53,93727.,22000
620,39.2,0.31,0.5454,0.0304,0.0175,0.116,0.333,0.607,86.682,0.038,2.699,3.175,0.53,93811.,22000
621,41.2,0.33,0.5524,0.0277,0.0165,0.110,0.315,0.553,82.111,0.036,2.460,3.055,0.53,93899.,22000
622,43.3,0.35,0.5555,0.0249,0.0156,0.104,0.297,0.498,77.256,0.034,2.217,2.926,0.53,93991.,22000
623,45.4,0.36,0.5535,0.0221,0.0145,0.097,0.277,0.442,72.108,0.031,1.968,2.783,0.53,94088.,22000
624,47.4,0.38,0.5446,0.0193,0.0134,0.089,0.256,0.385,66.729,0.029,1.714,2.619,0.53,94189.,22000
625,49.5,0.40,0.5260,0.0163,0.0123,0.082,0.235,0.326,61.047,0.026,1.451,2.424,0.53,94295.,22000
626,51.5,0.41,0.4917,0.0132,0.0111,0.074,0.212,0.265,55.182,0.024,1.177,2.176,0.53,94405.,22000
627,53.6,0.43,0.4350,0.0101,0.0099,0.066,0.190,0.202,49.413,0.021,0.897,1.851,0.53,94520.,22000
628,55.7,0.45,0.3453,0.0068,0.0087,0.058,0.167,0.136,43.454,0.019,0.603,1.415,0.53,94638.,22000
629,57.7,0.46,0.2063,0.0034,0.0075,0.050,0.144,0.067,37.467,0.016,0.299,0.815,0.53,94761.,22000
630,59.8,0.48,-0.0053,-0.0001,0.0064,0.043,0.122,-0.001,31.749,0.014,-0.006,-0.020,0.53,94889.,22000
631,0.0,0.00,0.0000,0.0554,0.0225,0.171,0.468,1.211,127.437,0.053,5.386,4.310,0.55,97218.,23000
632,2.2,0.02,0.0402,0.0565,0.0231,0.176,0.483,1.233,131.383,0.055,5.486,4.258,0.55,97221.,23000
633,4.3,0.03,0.0784,0.0569,0.0239,0.182,0.499,1.243,135.910,0.056,5.530,4.149,0.55,97228.,23000
634,6.5,0.05,0.1176,0.0577,0.0243,0.185,0.506,1.261,137.728,0.057,5.608,4.152,0.55,97240.,23000
635,8.6,0.07,0.1548,0.0582,0.0248,0.189,0.517,1.272,140.738,0.058,5.656,4.098,0.55,97256.,23000
636,10.8,0.08,0.1904,0.0590,0.0255,0.194,0.533,1.289,144.963,0.060,5.733,4.033,0.55,97278.,23000
637,12.9,0.10,0.2279,0.0585,0.0254,0.193,0.529,1.277,144.032,0.060,5.679,4.021,0.55,97304.,23000
638,15.1,0.12,0.2672,0.0569,0.0246,0.187,0.512,1.242,139.383,0.058,5.524,4.041,0.55,97335.,23000
639,17.2,0.13,0.3004,0.0557,0.0244,0.186,0.510,1.216,138.750,0.058,5.410,3.976,0.55,97371.,23000
640,19.4,0.15,0.3330,0.0540,0.0240,0.183,0.501,1.178,136.437,0.057,5.242,3.918,0.55,97411.,23000
