,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR,Torque,Thrust,THR/PWR,Mach,Reyn,RPM
216,6.5,0.17,0.2388,0.2670,0.1923,0.025,0.195,0.340,18.458,0.022,1.513,8.360,0.16,32396.,8000
217,7.8,0.21,0.2797,0.2594,0.1914,0.025,0.194,0.330,18.375,0.022,1.470,8.157,0.16,32434.,8000
218,9.1,0.24,0.3182,0.2512,0.1901,0.024,0.193,0.320,18.247,0.022,1.424,7.956,0.16,32479.,8000
219,10.4,0.28,0.3545,0.2428,0.1885,0.024,0.191,0.309,18.092,0.022,1.376,7.755,0.16,32530.,8000
220,11.7,0.31,0.3886,0.2341,0.1866,0.024,0.189,0.298,17.907,0.021,1.327,7.556,0.16,32588.,8000
221,13.0,0.34,0.4204,0.2252,0.1843,0.024,0.187,0.287,17.690,0.021,1.276,7.357,0.16,32653.,8000
222,14.3,0.38,0.4500,0.2160,0.1817,0.023,0.184,0.275,17.437,0.021,1.224,7.160,0.16,32724.,8000
223,15.6,0.41,0.4774,0.2065,0.1786,0.023,0.181,0.263,17.144,0.020,1.171,6.963,0.16,32803.,8000
224,16.9,0.45,0.5025,0.1968,0.1752,0.023,0.178,0.251,16.812,0.020,1.115,6.764,0.16,32887.,8000
225,18.2,0.48,0.5254,0.1867,0.1712,0.022,0.174,0.238,16.431,0.020,1.058,6.568,0.16,32979.,8000
226,19.5,0.52,0.5473,0.1764,0.1664,0.021,0.169,0.225,15.966,0.019,1.000,6.385,0.16,33076.,8000
227,20.9,0.55,0.5676,0.1658,0.1608,0.021,0.163,0.211,15.434,0.018,0.940,6.208,0.16,33181.,8000
228,22.2,0.58,0.5855,0.1549,0.1547,0.020,0.157,0.197,14.849,0.018,0.878,6.028,0.16,33291.,8000
229,23.5,0.62,0.6010,0.1436,0.1480,0.019,0.150,0.183,14.208,0.017,0.814,5.843,0.16,33408.,8000
230,24.8,0.65,0.6136,0.1321,0.1408,0.018,0.143,0.168,13.509,0.016,0.749,5.652,0.16,33531.,8000
231,26.1,0.69,0.6230,0.1203,0.1328,0.017,0.135,0.153,12.751,0.015,0.682,5.451,0.16,33660.,8000
232,27.4,0.72,0.6285,0.1081,0.1243,0.016,0.126,0.138,11.930,0.014,0.613,5.238,0.16,33795.,8000
233,28.7,0.76,0.6294,0.0957,0.1151,0.015,0.117,0.122,11.046,0.013,0.542,5.007,0.16,33937.,8000
234,30.0,0.79,0.6242,0.0830,0.1052,0.014,0.107,0.106,10.097,0.012,0.470,4.749,0.16,34084.,8000
235,31.3,0.83,0.6100,0.0699,0.0947,0.012,0.096,0.089,9.088,0.011,0.396,4.448,0.16,34237.,8000
236,32.6,0.86,0.5820,0.0566,0.0836,0.011,0.085,0.072,8.028,0.010,0.321,4.074,0.16,34396.,8000
237,33.9,0.89,0.5321,0.0429,0.0721,0.009,0.073,0.055,6.925,0.008,0.243,3.582,0.16,34561.,8000
238,35.2,0.93,0.4454,0.0289,0.0603,0.008,0.061,0.037,5.791,0.007,0.164,2.887,0.17,34731.,8000
239,36.5,0.96,0.2903,0.0146,0.0485,0.006,0.049,0.019,4.654,0.006,0.083,1.815,0.17,34907.,8000
240,37.8,1.00,-0.0001,0.0000,0.0370,0.005,0.037,0.000,3.547,0.004,0.000,-0.001,0.17,35088.,8000
241,0.0,0.00,0.0000,0.2966,0.1892,0.035,0.243,0.478,25.859,0.027,2.127,8.389,0.18,36349.,9000
242,1.5,0.03,0.0525,0.2920,0.1908,0.035,0.245,0.471,26.075,0.028,2.095,8.191,0.18,36353.,9000
243,2.9,0.07,0.1025,0.2868,0.1920,0.035,0.246,0.463,26.236,0.028,2.057,7.997,0.18,36364.,9000
244,4.4,0.10,0.1501,0.2809,0.1926,0.035,0.247,0.453,26.327,0.028,2.015,7.806,0.18,36384.,9000
245,5.8,0.14,0.1953,0.2744,0.1929,0.035,0.248,0.443,26.355,0.028,1.969,7.617,0.18,36411.,9000
246,7.3,0.17,0.2382,0.2673,0.1925,0.035,0.247,0.431,26.310,0.028,1.918,7.432,0.18,36445.,9000
247,8.8,0.21,0.2790,0.2597,0.1916,0.035,0.246,0.419,26.188,0.028,1.863,7.253,0.18,36488.,9000
248,10.2,0.24,0.3174,0.2515,0.1903,0.035,0.244,0.406,26.005,0.028,1.804,7.074,0.18,36537.,9000
249,11.7,0.27,0.3537,0.2431,0.1887,0.035,0.242,0.392,25.781,0.027,1.744,6.897,0.18,36595.,9000
250,13.2,0.31,0.3877,0.2344,0.1867,0.034,0.240,0.378,25.515,0.027,1.681,6.720,0.18,36660.,9000
251,14.6,0.34,0.4195,0.2255,0.1844,0.034,0.237,0.364,25.205,0.027,1.617,6.544,0.18,36732.,9000
252,16.1,0.38,0.4491,0.2163,0.1818,0.033,0.233,0.349,24.844,0.026,1.552,6.369,0.18,36813.,9000
253,17.5,0.41,0.4764,0.2068,0.1787,0.033,0.229,0.334,24.426,0.026,1.484,6.194,0.18,36900.,9000
254,19.0,0.45,0.5015,0.1970,0.1753,0.032,0.225,0.318,23.951,0.025,1.413,6.018,0.18,36995.,9000
255,20.5,0.48,0.5244,0.1870,0.1713,0.031,0.220,0.302,23.407,0.025,1.341,5.844,0.18,37097.,9000
256,21.9,0.51,0.5463,0.1767,0.1665,0.031,0.214,0.285,22.747,0.024,1.267,5.682,0.18,37206.,9000
257,23.4,0.55,0.5666,0.1661,0.1609,0.029,0.206,0.268,21.989,0.023,1.191,5.524,0.18,37323.,9000
258,24.9,0.58,0.5846,0.1552,0.1548,0.028,0.199,0.250,21.157,0.022,1.113,5.364,0.18,37446.,9000
259,26.3,0.62,0.6001,0.1439,0.1481,0.027,0.190,0.232,20.245,0.021,1.032,5.200,0.18,37577.,9000
260,27.8,0.65,0.6127,0.1324,0.1409,0.026,0.181,0.214,19.250,0.020,0.950,5.031,0.18,37715.,9000
261,29.2,0.69,0.6222,0.1205,0.1330,0.024,0.171,0.194,18.169,0.019,0.865,4.853,0.18,37859.,9000
262,30.7,0.72,0.6278,0.1084,0.1244,0.023,0.160,0.175,17.000,0.018,0.777,4.664,0.18,38011.,9000
263,32.2,0.75,0.6287,0.0959,0.1152,0.021,0.148,0.155,15.741,0.017,0.688,4.458,0.18,38169.,9000
264,33.6,0.79,0.6235,0.0832,0.1053,0.019,0.135,0.134,14.388,0.015,0.597,4.229,0.18,38334.,9000
265,35.1,0.82,0.6092,0.0701,0.0948,0.017,0.122,0.113,12.956,0.014,0.503,3.959,0.18,38505.,9000
266,36.6,0.86,0.5808,0.0568,0.0838,0.015,0.108,0.092,11.454,0.012,0.407,3.624,0.19,38683.,9000
267,38.0,0.89,0.5304,0.0430,0.0724,0.013,0.093,0.069,9.890,0.010,0.309,3.182,0.19,38867.,9000
268,39.5,0.93,0.4424,0.0290,0.0606,0.011,0.078,0.047,8.288,0.009,0.208,2.556,0.19,39058.,9000
269,40.9,0.96,0.2860,0.0146,0.0490,0.009,0.063,0.024,6.697,0.007,0.105,1.593,0.19,39255.,9000
270,42.4,1.00,-0.0026,-0.0001,0.0377,0.007,0.048,0.000,5.157,0.005,-0.001,-0.014,0.19,39458.,9000
271,0.0,0.00,0.0000,0.2969,0.1895,0.048,0.300,0.591,35.526,0.034,2.630,7.548,0.20,40388.,10000
272,1.6,0.03,0.0523,0.2924,0.1911,0.048,0.303,0.582,35.823,0.034,2.589,7.370,0.20,40392.,10000
273,3.2,0.07,0.1022,0.2872,0.1923,0.048,0.305,0.572,36.046,0.034,2.544,7.195,0.20,40405.,10000
274,4.9,0.10,0.1496,0.2814,0.1930,0.049,0.306,0.560,36.174,0.035,2.492,7.024,0.20,40426.,10000
275,6.5,0.14,0.1947,0.2749,0.1932,0.049,0.306,0.547,36.213,0.035,2.434,6.855,0.20,40456.,10000
276,8.1,0.17,0.2375,0.2678,0.1928,0.048,0.306,0.533,36.149,0.035,2.371,6.689,0.20,40494.,10000
277,9.7,0.21,0.2781,0.2601,0.1919,0.048,0.304,0.518,35.979,0.034,2.303,6.529,0.20,40541.,10000
278,11.3,0.24,0.3165,0.2519,0.1906,0.048,0.302,0.502,35.724,0.034,2.231,6.369,0.20,40596.,10000
279,13.0,0.27,0.3527,0.2435,0.1889,0.047,0.299,0.485,35.414,0.034,2.156,6.209,0.20,40659.,10000
280,14.6,0.31,0.3867,0.2348,0.1870,0.047,0.296,0.468,35.047,0.033,2.080,6.051,0.20,40731.,10000
281,16.2,0.34,0.4184,0.2259,0.1847,0.046,0.293,0.450,34.620,0.033,2.001,5.893,0.20,40811.,10000
282,17.8,0.38,0.4480,0.2167,0.1820,0.046,0.288,0.432,34.123,0.033,1.919,5.736,0.20,40900.,10000
283,19.4,0.41,0.4754,0.2073,0.1790,0.045,0.284,0.413,33.548,0.032,1.835,5.579,0.20,40996.,10000
284,21.1,0.44,0.5004,0.1975,0.1755,0.044,0.278,0.393,32.897,0.031,1.749,5.421,0.20,41101.,10000
285,22.7,0.48,0.5234,0.1875,0.1715,0.043,0.272,0.373,32.152,0.031,1.660,5.265,0.20,41214.,10000
286,24.3,0.51,0.5452,0.1771,0.1667,0.042,0.264,0.353,31.249,0.030,1.569,5.119,0.20,41334.,10000
287,25.9,0.55,0.5656,0.1665,0.1612,0.041,0.255,0.332,30.211,0.029,1.475,4.978,0.20,41463.,10000
288,27.5,0.58,0.5836,0.1556,0.1551,0.039,0.246,0.310,29.071,0.028,1.378,4.835,0.20,41600.,10000
289,29.2,0.62,0.5991,0.1444,0.1484,0.037,0.235,0.288,27.822,0.027,1.279,4.688,0.20,41744.,10000
290,30.8,0.65,0.6119,0.1329,0.1411,0.035,0.224,0.265,26.457,0.025,1.177,4.536,0.20,41896.,10000
291,32.4,0.68,0.6214,0.1210,0.1332,0.033,0.211,0.241,24.975,0.024,1.072,4.376,0.20,42056.,10000
292,34.0,0.72,0.6272,0.1088,0.1247,0.031,0.198,0.217,23.370,0.022,0.964,4.206,0.20,42223.,10000
293,35.6,0.75,0.6282,0.0964,0.1154,0.029,0.183,0.192,21.640,0.021,0.853,4.022,0.20,42398.,10000
294,37.2,0.79,0.6231,0.0836,0.1056,0.027,0.167,0.166,19.786,0.019,0.740,3.815,0.20,42580.,10000
295,38.9,0.82,0.6087,0.0705,0.0951,0.024,0.151,0.140,17.824,0.017,0.624,3.572,0.20,42769.,10000
296,40.5,0.86,0.5803,0.0571,0.0841,0.021,0.133,0.114,15.769,0.015,0.506,3.269,0.21,42965.,10000
297,42.1,0.89,0.5296,0.0433,0.0727,0.018,0.115,0.086,13.629,0.013,0.383,2.869,0.21,43169.,10000
298,43.7,0.92,0.4411,0.0292,0.0611,0.015,0.097,0.058,11.452,0.011,0.258,2.301,0.21,43379.,10000
299,45.3,0.96,0.2838,0.0147,0.0497,0.012,0.079,0.029,9.312,0.009,0.130,1.427,0.21,43597.,10000
300,47.0,0.99,-0.0017,-0.0001,0.0386,0.010,0.061,0.000,7.242,0.007,-0.001,-0.008,0.21,43821.,10000
301,0.0,0.00,0.0000,0.2973,0.1898,0.064,0.364,0.716,47.365,0.041,3.186,6.859,0.22,44427.,11000
302,1.8,0.03,0.0522,0.2928,0.1914,0.064,0.367,0.705,47.760,0.041,3.137,6.698,0.22,44431.,11000
303,3.6,0.07,0.1019,0.2876,0.1926,0.064,0.369,0.693,48.059,0.042,3.082,6.540,0.22,44445.,11000
304,5.3,0.10,0.1492,0.2818,0.1933,0.065,0.371,0.679,48.234,0.042,3.020,6.384,0.22,44469.,11000
305,7.1,0.14,0.1941,0.2753,0.1935,0.065,0.371,0.663,48.291,0.042,2.950,6.230,0.22,44501.,11000
306,8.9,0.17,0.2368,0.2682,0.1932,0.065,0.370,0.646,48.202,0.042,2.874,6.081,0.22,44543.,11000
307,10.7,0.20,0.2774,0.2606,0.1923,0.064,0.369,0.628,47.973,0.042,2.792,5.935,0.22,44594.,11000
308,12.4,0.24,0.3157,0.2524,0.1909,0.064,0.366,0.608,47.631,0.041,2.705,5.790,0.22,44654.,11000
309,14.2,0.27,0.3518,0.2440,0.1892,0.063,0.363,0.588,47.216,0.041,2.614,5.646,0.22,44724.,11000
310,16.0,0.31,0.3858,0.2353,0.1873,0.063,0.359,0.567,46.725,0.041,2.521,5.503,0.22,44802.,11000
311,17.8,0.34,0.4175,0.2264,0.1850,0.062,0.355,0.545,46.154,0.040,2.426,5.360,0.22,44890.,11000
312,19.5,0.38,0.4470,0.2172,0.1823,0.061,0.350,0.523,45.491,0.039,2.327,5.217,0.22,44987.,11000
313,21.3,0.41,0.4744,0.2077,0.1793,0.060,0.344,0.500,44.725,0.039,2.226,5.075,0.22,45092.,11000
314,23.1,0.44,0.4995,0.1980,0.1758,0.059,0.337,0.477,43.858,0.038,2.121,4.932,0.22,45207.,11000
315,24.9,0.48,0.5224,0.1879,0.1718,0.057,0.329,0.453,42.866,0.037,2.014,4.791,0.22,45330.,11000
316,26.7,0.51,0.5443,0.1776,0.1670,0.056,0.320,0.428,41.665,0.036,1.903,4.658,0.22,45462.,11000
317,28.4,0.55,0.5647,0.1670,0.1615,0.054,0.310,0.402,40.283,0.035,1.790,4.531,0.22,45603.,11000
318,30.2,0.58,0.5827,0.1561,0.1554,0.052,0.298,0.376,38.768,0.034,1.673,4.401,0.22,45753.,11000
319,32.0,0.61,0.5983,0.1449,0.1487,0.050,0.285,0.349,37.106,0.032,1.553,4.267,0.22,45910.,11000
320,33.8,0.65,0.6111,0.1334,0.1414,0.047,0.271,0.321,35.288,0.031,1.429,4.129,0.22,46077.,11000
321,35.5,0.68,0.6207,0.1215,0.1335,0.045,0.256,0.293,33.308,0.029,1.302,3.984,0.22,46252.,11000
322,37.3,0.72,0.6265,0.1092,0.1249,0.042,0.239,0.263,31.164,0.027,1.171,3.830,0.22,46435.,11000
323,39.1,0.75,0.6276,0.0967,0.1156,0.039,0.222,0.233,28.854,0.025,1.036,3.662,0.22,46626.,11000
324,40.9,0.78,0.6223,0.0839,0.1057,0.035,0.203,0.202,26.378,0.023,0.899,3.474,0.22,46825.,11000
325,42.6,0.82,0.6076,0.0707,0.0953,0.032,0.183,0.170,23.767,0.021,0.758,3.250,0.23,47032.,11000
326,44.4,0.85,0.5787,0.0572,0.0843,0.028,0.162,0.138,21.034,0.018,0.613,2.972,0.23,47247.,11000
327,46.2,0.89,0.5273,0.0434,0.0729,0.024,0.140,0.104,18.198,0.016,0.465,2.604,0.23,47470.,11000
328,48.0,0.92,0.4374,0.0292,0.0615,0.021,0.118,0.070,15.340,0.013,0.313,2.080,0.23,47700.,11000
329,49.7,0.96,0.2794,0.0147,0.0503,0.017,0.096,0.035,12.550,0.011,0.158,1.281,0.23,47938.,11000
330,51.5,0.99,-0.0008,0.0000,0.0394,0.013,0.076,0.000,9.833,0.009,0.000,-0.004,0.23,48184.,11000
331,0.0,0.00,0.0000,0.2978,0.1902,0.083,0.434,0.854,61.612,0.049,3.797,6.284,0.24,48465.,12000
332,1.9,0.03,0.0521,0.2932,0.1918,0.083,0.438,0.841,62.130,0.049,3.739,6.137,0.24,48471.,12000
333,3.9,0.07,0.1018,0.2881,0.1930,0.084,0.440,0.826,62.523,0.050,3.674,5.991,0.24,48486.,12000
334,5.8,0.10,0.1491,0.2823,0.1937,0.084,0.442,0.809,62.758,0.050,3.600,5.849,0.24,48511.,12000
335,7.8,0.14,0.1940,0.2758,0.1940,0.084,0.443,0.791,62.833,0.050,3.517,5.708,0.24,48547.,12000
336,9.7,0.17,0.2367,0.2687,0.1936,0.084,0.442,0.770,62.713,0.050,3.426,5.571,0.24,48592.,12000
337,11.6,0.20,0.2772,0.2610,0.1927,0.084,0.440,0.748,62.410,0.050,3.328,5.438,0.24,48648.,12000
338,13.6,0.24,0.3156,0.2528,0.1913,0.083,0.436,0.725,61.959,0.049,3.223,5.305,0.24,48714.,12000
339,15.5,0.27,0.3517,0.2443,0.1896,0.082,0.433,0.700,61.412,0.049,3.116,5.173,0.24,48789.,12000
340,17.4,0.31,0.3856,0.2356,0.1876,0.081,0.428,0.676,60.766,0.048,3.005,5.042,0.24,48875.,12000
341,19.4,0.34,0.4173,0.2267,0.1853,0.080,0.423,0.650,60.015,0.048,2.891,4.911,0.24,48971.,12000
342,21.3,0.38,0.4469,0.2175,0.1826,0.079,0.417,0.623,59.147,0.047,2.773,4.781,0.24,49076.,12000
343,23.3,0.41,0.4743,0.2080,0.1795,0.078,0.410,0.596,58.145,0.046,2.652,4.651,0.24,49191.,12000
344,25.2,0.44,0.4993,0.1982,0.1760,0.076,0.402,0.568,57.010,0.045,2.527,4.520,0.24,49316.,12000
345,27.1,0.48,0.5223,0.1881,0.1720,0.075,0.392,0.539,55.713,0.044,2.399,4.390,0.24,49451.,12000
346,29.1,0.51,0.5442,0.1778,0.1671,0.073,0.381,0.510,54.139,0.043,2.267,4.270,0.24,49595.,12000
347,31.0,0.55,0.5646,0.1671,0.1616,0.070,0.369,0.479,52.335,0.042,2.131,4.153,0.24,49749.,12000
348,32.9,0.58,0.5827,0.1562,0.1554,0.068,0.355,0.448,50.353,0.040,1.992,4.034,0.24,49912.,12000
349,34.9,0.61,0.5982,0.1449,0.1487,0.065,0.339,0.415,48.183,0.038,1.848,3.911,0.24,50084.,12000
350,36.8,0.65,0.6110,0.1333,0.1414,0.061,0.323,0.382,45.805,0.036,1.700,3.784,0.24,50266.,12000
351,38.8,0.68,0.6205,0.1213,0.1334,0.058,0.304,0.348,43.216,0.034,1.547,3.651,0.24,50456.,12000
352,40.7,0.72,0.6261,0.1090,0.1248,0.054,0.285,0.313,40.413,0.032,1.391,3.509,0.24,50656.,12000
353,42.6,0.75,0.6270,0.0965,0.1155,0.050,0.263,0.277,37.399,0.030,1.230,3.354,0.24,50864.,12000
354,44.6,0.78,0.6215,0.0836,0.1055,0.046,0.241,0.240,34.190,0.027,1.066,3.180,0.25,51082.,12000
355,46.5,0.82,0.6063,0.0705,0.0951,0.041,0.217,0.202,30.819,0.025,0.899,2.973,0.25,51308.,12000
356,48.5,0.85,0.5768,0.0570,0.0843,0.037,0.192,0.163,27.302,0.022,0.727,2.715,0.25,51542.,12000
357,50.4,0.89,0.5245,0.0432,0.0731,0.032,0.167,0.124,23.664,0.019,0.551,2.374,0.25,51785.,12000
358,52.3,0.92,0.4336,0.0291,0.0618,0.027,0.141,0.083,20.011,0.016,0.371,1.890,0.25,52036.,12000
359,54.3,0.96,0.2757,0.0146,0.0507,0.022,0.116,0.042,16.427,0.013,0.187,1.159,0.25,52296.,12000
360,56.2,0.99,-0.0003,0.0000,0.0399,0.017,0.091,0.000,12.930,0.010,0.000,-0.001,0.25,52564.,12000
361,0.0,0.00,0.0000,0.2982,0.1906,0.105,0.510,1.003,78.491,0.058,4.462,5.797,0.26,52504.,13000
362,2.1,0.03,0.0520,0.2936,0.1922,0.106,0.515,0.988,79.160,0.058,4.395,5.661,0.26,52510.,13000
363,4.2,0.07,0.1016,0.2885,0.1934,0.107,0.518,0.971,79.669,0.059,4.318,5.527,0.26,52526.,13000
364,6.3,0.10,0.1488,0.2827,0.1942,0.107,0.520,0.951,79.975,0.059,4.231,5.395,0.26,52554.,13000
365,8.4,0.14,0.1936,0.2762,0.1944,0.107,0.521,0.930,80.076,0.059,4.134,5.265,0.26,52592.,13000
366,10.5,0.17,0.2362,0.2691,0.1941,0.107,0.520,0.906,79.923,0.059,4.028,5.139,0.26,52641.,13000
367,12.6,0.20,0.2767,0.2614,0.1931,0.107,0.517,0.880,79.532,0.058,3.913,5.017,0.26,52701.,13000
368,14.7,0.24,0.3150,0.2532,0.1917,0.106,0.513,0.852,78.950,0.058,3.790,4.895,0.26,52772.,13000
369,16.8,0.27,0.3511,0.2447,0.1900,0.105,0.509,0.824,78.247,0.057,3.663,4.774,0.26,52854.,13000
370,18.9,0.31,0.3850,0.2360,0.1880,0.104,0.503,0.794,77.419,0.057,3.533,4.653,0.26,52947.,13000
371,21.0,0.34,0.4167,0.2271,0.1856,0.103,0.497,0.764,76.456,0.056,3.399,4.533,0.26,53050.,13000
372,23.1,0.37,0.4463,0.2179,0.1830,0.101,0.490,0.733,75.354,0.055,3.261,4.413,0.26,53164.,13000
373,25.2,0.41,0.4737,0.2084,0.1798,0.099,0.482,0.701,74.064,0.054,3.118,4.294,0.26,53289.,13000
374,27.3,0.44,0.4987,0.1986,0.1763,0.097,0.472,0.668,72.615,0.053,2.972,4.173,0.26,53424.,13000
375,29.4,0.48,0.5217,0.1885,0.1723,0.095,0.461,0.634,70.966,0.052,2.821,4.053,0.26,53569.,13000
376,31.5,0.51,0.5437,0.1781,0.1674,0.092,0.448,0.599,68.951,0.051,2.666,3.942,0.26,53725.,13000
377,33.6,0.55,0.5641,0.1675,0.1618,0.089,0.433,0.564,66.653,0.049,2.507,3.835,0.26,53891.,13000
378,35.6,0.58,0.5822,0.1565,0.1557,0.086,0.417,0.527,64.129,0.047,2.343,3.725,0.26,54067.,13000
379,37.7,0.61,0.5978,0.1452,0.1490,0.082,0.399,0.489,61.365,0.045,2.174,3.612,0.26,54253.,13000
380,39.8,0.65,0.6106,0.1336,0.1417,0.078,0.379,0.450,58.343,0.043,2.000,3.495,0.26,54450.,13000
381,41.9,0.68,0.6201,0.1216,0.1337,0.074,0.358,0.409,55.047,0.040,1.821,3.372,0.26,54656.,13000
382,44.0,0.72,0.6258,0.1093,0.1250,0.069,0.335,0.368,51.485,0.038,1.637,3.241,0.26,54871.,13000
383,46.1,0.75,0.6267,0.0967,0.1157,0.064,0.310,0.326,47.648,0.035,1.448,3.099,0.27,55097.,13000
384,48.2,0.78,0.6211,0.0839,0.1058,0.058,0.283,0.282,43.571,0.032,1.255,2.937,0.27,55332.,13000
385,50.3,0.82,0.6057,0.0707,0.0954,0.053,0.255,0.238,39.294,0.029,1.058,2.745,0.27,55576.,13000
386,52.4,0.85,0.5757,0.0572,0.0846,0.047,0.226,0.192,34.830,0.026,0.856,2.505,0.27,55829.,13000
387,54.5,0.89,0.5226,0.0433,0.0734,0.041,0.197,0.146,30.231,0.022,0.648,2.186,0.27,56092.,13000
388,56.6,0.92,0.4306,0.0291,0.0622,0.034,0.167,0.098,25.610,0.019,0.436,1.735,0.27,56364.,13000
389,58.7,0.95,0.2721,0.0146,0.0511,0.028,0.137,0.049,21.055,0.015,0.218,1.057,0.27,56644.,13000
390,60.8,0.99,-0.0002,0.0000,0.0404,0.022,0.108,0.000,16.636,0.012,0.000,-0.001,0.27,56933.,13000
391,0.0,0.00,0.0000,0.2987,0.1911,0.132,0.593,1.166,98.296,0.067,5.185,5.379,0.28,56543.,14000
392,2.3,0.03,0.0519,0.2942,0.1927,0.133,0.599,1.148,99.145,0.068,5.107,5.252,0.28,56549.,14000
393,4.5,0.07,0.1013,0.2892,0.1941,0.134,0.603,1.128,99.826,0.068,5.020,5.127,0.28,56567.,14000
394,6.8,0.10,0.1484,0.2833,0.1948,0.134,0.605,1.106,100.186,0.068,4.918,5.006,0.28,56596.,14000
395,9.0,0.14,0.1931,0.2769,0.1950,0.135,0.606,1.080,100.318,0.068,4.806,4.885,0.28,56637.,14000
396,11.3,0.17,0.2356,0.2697,0.1946,0.134,0.604,1.053,100.122,0.068,4.682,4.769,0.28,56690.,14000
397,13.5,0.20,0.2760,0.2620,0.1937,0.134,0.601,1.023,99.626,0.068,4.548,4.656,0.28,56755.,14000
398,15.8,0.24,0.3142,0.2538,0.1923,0.133,0.597,0.991,98.892,0.067,4.406,4.543,0.28,56831.,14000
399,18.0,0.27,0.3503,0.2454,0.1905,0.131,0.592,0.957,98.002,0.067,4.259,4.431,0.28,56919.,14000
400,20.3,0.31,0.3841,0.2367,0.1885,0.130,0.585,0.924,96.976,0.066,4.108,4.320,0.28,57018.,14000
401,22.5,0.34,0.4159,0.2277,0.1861,0.128,0.578,0.888,95.744,0.065,3.952,4.209,0.28,57129.,14000
402,24.8,0.37,0.4454,0.2185,0.1834,0.127,0.570,0.853,94.359,0.064,3.792,4.098,0.28,57251.,14000
403,27.0,0.41,0.4728,0.2089,0.1803,0.124,0.560,0.815,92.746,0.063,3.627,3.988,0.28,57385.,14000
404,29.3,0.44,0.4979,0.1991,0.1768,0.122,0.549,0.777,90.923,0.062,3.456,3.876,0.28,57529.,14000
405,31.6,0.48,0.5209,0.1890,0.1727,0.119,0.536,0.738,88.852,0.061,3.281,3.765,0.28,57685.,14000
406,33.8,0.51,0.5429,0.1787,0.1678,0.116,0.521,0.697,86.330,0.059,3.101,3.663,0.28,57852.,14000
407,36.1,0.54,0.5634,0.1680,0.1622,0.112,0.504,0.656,83.457,0.057,2.916,3.563,0.28,58031.,14000
408,38.3,0.58,0.5815,0.1570,0.1561,0.108,0.485,0.613,80.296,0.055,2.726,3.462,0.28,58220.,14000
409,40.6,0.61,0.5971,0.1457,0.1494,0.103,0.464,0.569,76.839,0.052,2.530,3.357,0.28,58419.,14000
410,42.8,0.65,0.6100,0.1341,0.1420,0.098,0.441,0.523,73.059,0.050,2.328,3.249,0.28,58630.,14000
411,45.1,0.68,0.6196,0.1221,0.1340,0.092,0.416,0.477,68.946,0.047,2.120,3.135,0.28,58851.,14000
412,47.3,0.71,0.6254,0.1098,0.1254,0.086,0.389,0.429,64.493,0.044,1.906,3.014,0.28,59082.,14000
413,49.6,0.75,0.6264,0.0972,0.1161,0.080,0.360,0.379,59.694,0.041,1.687,2.882,0.29,59324.,14000
414,51.8,0.78,0.6206,0.0842,0.1061,0.073,0.330,0.329,54.595,0.037,1.462,2.731,0.29,59576.,14000
415,54.1,0.82,0.6048,0.0710,0.0957,0.066,0.297,0.277,49.242,0.034,1.232,2.550,0.29,59838.,14000
416,56.3,0.85,0.5740,0.0573,0.0849,0.059,0.264,0.224,43.666,0.030,0.995,2.324,0.29,60110.,14000
417,58.6,0.88,0.5195,0.0434,0.0738,0.051,0.229,0.169,37.951,0.026,0.753,2.022,0.29,60392.,14000
418,60.9,0.92,0.4263,0.0291,0.0626,0.043,0.194,0.113,32.209,0.022,0.505,1.598,0.29,60683.,14000
419,63.1,0.95,0.2687,0.0145,0.0515,0.036,0.160,0.057,26.508,0.018,0.252,0.971,0.29,60984.,14000
420,65.4,0.99,-0.0003,0.0000,0.0407,0.028,0.126,0.000,20.915,0.014,0.000,-0.001,0.29,61295.,14000
421,0.0,0.00,0.0000,0.2993,0.1916,0.163,0.683,1.341,121.251,0.077,5.964,5.016,0.30,60582.,15000
422,2.4,0.03,0.0519,0.2948,0.1933,0.164,0.689,1.321,122.315,0.078,5.874,4.897,0.30,60588.,15000
423,4.8,0.07,0.1013,0.2897,0.1946,0.165,0.694,1.298,123.130,0.078,5.773,4.781,0.30,60607.,15000
424,7.2,0.10,0.1483,0.2840,0.1954,0.166,0.697,1.272,123.636,0.079,5.658,4.666,0.30,60639.,15000
425,9.7,0.14,0.1930,0.2775,0.1957,0.166,0.698,1.243,123.808,0.079,5.529,4.554,0.30,60683.,15000
426,12.1,0.17,0.2355,0.2703,0.1953,0.166,0.696,1.211,123.557,0.079,5.386,4.445,0.30,60739.,15000
427,14.5,0.20,0.2759,0.2626,0.1943,0.165,0.693,1.176,122.932,0.078,5.232,4.340,0.30,60809.,15000
428,16.9,0.24,0.3141,0.2543,0.1928,0.164,0.687,1.139,122.006,0.078,5.068,4.236,0.30,60890.,15000
429,19.3,0.27,0.3502,0.2458,0.1911,0.162,0.681,1.101,120.891,0.077,4.898,4.132,0.30,60985.,15000
430,21.7,0.31,0.3841,0.2371,0.1890,0.160,0.674,1.062,119.579,0.076,4.724,4.028,0.30,61091.,15000
431,24.2,0.34,0.4158,0.2281,0.1866,0.158,0.665,1.022,118.060,0.075,4.544,3.925,0.30,61210.,15000
432,26.6,0.37,0.4454,0.2188,0.1838,0.156,0.655,0.980,116.315,0.074,4.360,3.822,0.30,61341.,15000
